,playlist_id,playlist_name,position,album_name,album_id,album_release_date,album_artists,album_artists_ids,album_artists_genres,album_artists_popularity,album_artists_followers,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_artist,release_date_datetime,release_year,chart_year,main_genre
0,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,1,Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,2021-01-08,Morgan Wallen,['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[86],[2789002],More Than My Hometown,65mMCEOu5Ll1DBAfEUmerU,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[86],False,[2789002],0.621,0.868,6,0.046,-5.478,1,0.617,0.0,0.131,0.594,126.01,216573,4,Morgan Wallen,2021-01-08,2021,2021,Country
1,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[91],[12849364],drivers license,5wANPM4fQCJwkGd4rN57mH,92,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[91],True,[12849364],0.561,0.431,10,0.0578,-8.81,1,0.768,1.42e-05,0.106,0.137,143.875,242013,4,Olivia Rodrigo,2021-05-21,2021,2021,Pop
2,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,3,Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,2020-07-03,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],[8935893],What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,85,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8935893],0.709,0.548,10,0.353,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4,Pop Smoke,2020-07-03,2020,2021,Hip-hop
3,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,7,Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,2020-07-03,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],[8935893],What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,85,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8935893],0.709,0.548,10,0.353,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4,Pop Smoke,2020-07-03,2020,2020,Hip-hop
4,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,4,evermore,2Xoteh7uEpea4TohMxjtaq,2020-12-11,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],[48097228],willow,0lx2cLdOt3piJbcaXIV74f,82,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],False,[48097228],0.392,0.574,7,0.17,-9.195,1,0.833,0.00179,0.145,0.529,81.112,214707,4,Taylor Swift,2020-12-11,2020,2021,Pop
5,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,5,Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,2021-09-03,['Drake'],['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],[60310746],Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,88,"['Drake', 'Future', 'Young Thug']",['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[60310746],0.803,0.597,11,0.141,-6.035,0,0.000619,4.5e-06,0.323,0.331,136.008,257605,4,Drake,2021-09-03,2021,2021,Hip-hop
6,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,6,F*CK LOVE,6RuwGwQcAureaOraKJNFQG,2020-07-24,['The Kid LAROI'],['2tIP7SsRs7vjIcLrU85W8J'],[['australian hip hop']],[90],[3216556],GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,78,"['The Kid LAROI', 'Juice WRLD']",['2tIP7SsRs7vjIcLrU85W8J'],[['australian hip hop']],[90],True,[3216556],0.487,0.74,6,0.0944,-4.973,1,0.157,0.0,0.612,0.522,73.779,181688,4,The Kid LAROI,2020-07-24,2020,2021,Hip-hop
7,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,190,F*CK LOVE,6RuwGwQcAureaOraKJNFQG,2020-07-24,['The Kid LAROI'],['2tIP7SsRs7vjIcLrU85W8J'],[['australian hip hop']],[90],[3216556],GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,78,"['The Kid LAROI', 'Juice WRLD']",['2tIP7SsRs7vjIcLrU85W8J'],[['australian hip hop']],[90],True,[3216556],0.487,0.74,6,0.0944,-4.973,1,0.157,0.0,0.612,0.522,73.779,181688,4,The Kid LAROI,2020-07-24,2020,2020,Hip-hop
8,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,7,What You See Is What You Get,0S9D5NIDp2YXhYwlvuJzqx,2019-11-08,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],[6057090],Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,77,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],False,[6057090],0.538,0.863,1,0.0481,-4.483,1,0.0139,0.0,0.0874,0.637,77.001,186733,4,Luke Combs,2019-11-08,2019,2021,Country
9,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,10,What You See Is What You Get,0S9D5NIDp2YXhYwlvuJzqx,2019-11-08,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],[6057090],Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,77,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"[['contemporary country', 'country']]",[83],False,[6057090],0.538,0.863,1,0.0481,-4.483,1,0.0139,0.0,0.0874,0.637,77.001,186733,4,Luke Combs,2019-11-08,2019,2020,Country
10,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,8,Positions,3BSzygCIET0gzTTIs7iB3y,2020-10-30,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],"[['dance pop', 'pop']]",[94],[74818140],positions,1eNoiSrvdNWZfCOrP37jSf,62,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],"[['dance pop', 'pop']]",[94],False,[74818140],0.735,0.805,5,0.0888,-4.821,1,0.468,0.0,0.094,0.617,144.02,172325,4,Ariana Grande,2020-10-30,2020,2021,Pop
11,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,9,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],"[['dance pop', 'pop', 'uk pop']]",[93],[31524260],Don't Start Now,3PfIrDoz19wz7qK7tYeu62,84,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],"[['dance pop', 'pop', 'uk pop']]",[93],False,[31524260],0.793,0.793,11,0.083,-4.521,0,0.0123,0.0,0.0951,0.679,123.95,183290,4,Dua Lipa,2020-03-27,2020,2021,Pop
12,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,62,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],"[['dance pop', 'pop', 'uk pop']]",[93],[31524260],Don't Start Now,3PfIrDoz19wz7qK7tYeu62,84,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],"[['dance pop', 'pop', 'uk pop']]",[93],False,[31524260],0.793,0.793,11,0.083,-4.521,0,0.0123,0.0,0.0951,0.679,123.95,183290,4,Dua Lipa,2020-03-27,2020,2020,Pop
13,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,10,My Turn,1ynyQdPQiXdYJNQEDL1S3d,2020-02-28,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],"[['atl hip hop', 'atl trap', 'rap', 'trap']]",[92],[9328587],Woah,02RCbjb9czvQKNGBmEmWob,68,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],"[['atl hip hop', 'atl trap', 'rap', 'trap']]",[92],True,[9328587],0.883,0.599,11,0.248,-5.551,1,0.0177,0.0,0.179,0.413,142.976,183011,4,Lil Baby,2020-02-28,2020,2021,Hip-hop
14,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,2,My Turn,1ynyQdPQiXdYJNQEDL1S3d,2020-02-28,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],"[['atl hip hop', 'atl trap', 'rap', 'trap']]",[92],[9328587],Woah,02RCbjb9czvQKNGBmEmWob,68,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],"[['atl hip hop', 'atl trap', 'rap', 'trap']]",[92],True,[9328587],0.883,0.599,11,0.248,-5.551,1,0.0177,0.0,0.179,0.413,142.976,183011,4,Lil Baby,2020-02-28,2020,2020,Hip-hop
15,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,11,Legends Never Die,6n9DKpOxwifT5hOXtgLZSL,2020-07-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Righteous,5dOxHHMOFAbG3VH23t0xNm,80,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.706,0.625,0,0.0314,-7.426,1,0.0417,0.0,0.129,0.225,142.948,242181,4,Juice WRLD,2020-07-10,2020,2021,Hip-hop
16,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,9,Legends Never Die,6n9DKpOxwifT5hOXtgLZSL,2020-07-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Righteous,5dOxHHMOFAbG3VH23t0xNm,80,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.706,0.625,0,0.0314,-7.426,1,0.0417,0.0,0.129,0.225,142.948,242181,4,Juice WRLD,2020-07-10,2020,2020,Hip-hop
17,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,12,folklore,0xS0iOtxQRoJvfcFcJA5Gv,2020-07-24,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],[48097228],cardigan,4LEK9rD7TWIG4FCL1s27XC,53,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],False,[48097228],0.613,0.581,0,0.0424,-8.588,0,0.537,0.000345,0.25,0.551,130.033,239560,4,Taylor Swift,2020-07-24,2020,2021,Pop
18,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,5,folklore,0xS0iOtxQRoJvfcFcJA5Gv,2020-07-24,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],[48097228],cardigan,4LEK9rD7TWIG4FCL1s27XC,53,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[98],False,[48097228],0.613,0.581,0,0.0424,-8.588,0,0.537,0.000345,0.25,0.551,130.033,239560,4,Taylor Swift,2020-07-24,2020,2020,Pop
19,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,13,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,82,"['Post Malone', 'Swae Lee']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],False,[35612420],0.755,0.522,2,0.0575,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157560,4,Post Malone,2019-09-06,2019,2021,Hip-hop
20,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,1,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,Post Malone,['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,82,"['Post Malone', 'Swae Lee']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],False,[35612420],0.755,0.522,2,0.0575,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157560,4,Post Malone,2019-09-06,2019,2020,Hip-hop
21,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,9,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,82,"['Post Malone', 'Swae Lee']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],False,[35612420],0.755,0.522,2,0.0575,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157560,4,Post Malone,2019-09-06,2019,2019,Hip-hop
22,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,14,After Hours,03NCvBIGqzLPhLoi4pDb3L,2020-03-20,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[100],[40930648],Blinding Lights,0kPmcPPkjoyfLhUwHLWrk0,43,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[100],False,[40930648],0.515,0.731,1,0.0592,-5.934,1,0.00146,9.59e-05,0.0897,0.336,171.004,200040,4,The Weeknd,2020-03-20,2020,2021,R&B
23,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,8,After Hours,03NCvBIGqzLPhLoi4pDb3L,2020-03-20,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[100],[40930648],Blinding Lights,0kPmcPPkjoyfLhUwHLWrk0,43,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],"[['canadian contemporary r&b', 'canadian pop', 'pop']]",[100],False,[40930648],0.515,0.731,1,0.0592,-5.934,1,0.00146,9.59e-05,0.0897,0.336,171.004,200040,4,The Weeknd,2020-03-20,2020,2020,R&B
24,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,15,Justice,5dGWwsZ9iB2Xc3UKR0gif2,2021-03-19,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[96],[55623742],Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,91,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[96],True,[55623742],0.677,0.696,0,0.119,-6.181,1,0.321,0.0,0.42,0.464,90.03,198082,4,Justin Bieber,2021-03-19,2021,2021,Pop
25,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,16,Fine Line,7xV2TzoaVc0ycW7fwBwAml,2019-12-13,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],[18602679],Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],False,[18602679],0.548,0.816,0,0.0465,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4,Harry Styles,2019-12-13,2019,2021,Pop
26,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,4,Fine Line,7xV2TzoaVc0ycW7fwBwAml,2019-12-13,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],[18602679],Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],[['pop']],[87],False,[18602679],0.548,0.816,0,0.0465,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4,Harry Styles,2019-12-13,2019,2020,Pop
27,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,17,EL ÚLTIMO TOUR DEL MUNDO,2d9BCZeAAhiZWPpbX9aPCW,2020-11-27,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],[42429544],DÁKITI,4MzXwWMhyBbmu6hOcLVD49,86,"['Bad Bunny', 'Jhay Cortez']",['4q3ewBCX7sLwd24euuV69X'],"[['latin', 'reggaeton', 'trap latino']]",[98],True,[42429544],0.731,0.573,4,0.0544,-10.059,0,0.401,5.22e-05,0.113,0.145,109.928,205090,4,Bad Bunny,2020-11-27,2020,2021,Latin
28,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,18,Good News,7lQouCmPggSsg1972D3TiE,2020-11-19,['Megan Thee Stallion'],['181bsRPaVXVlUKXrxwZfHK'],"[['houston rap', 'pop', 'trap queen']]",[86],[5860094],Savage Remix (feat. Beyoncé),2cQ9D0cQjUJmLs8rWFkcRH,25,"['Megan Thee Stallion', 'Beyoncé']",['181bsRPaVXVlUKXrxwZfHK'],"[['houston rap', 'pop', 'trap queen']]",[86],False,[5860094],0.57,0.731,11,0.407,-4.816,1,0.019,0.0,0.137,0.644,169.002,242001,4,Megan Thee Stallion,2020-11-19,2020,2021,Hip-hop
29,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,19,The Voice,1Gonl2Jwl4WeJM6qUomM8s,2020-12-24,['Lil Durk'],['3hcs9uc56yIGFCSy9leWe7'],"[['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]",[88],[3489469],Still Trappin',2MDYRVztuPw2cACDlyMbou,32,"['Lil Durk', 'King Von']",['3hcs9uc56yIGFCSy9leWe7'],"[['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']]",[88],False,[3489469],0.887,0.569,8,0.356,-4.982,1,0.0265,0.0,0.0982,0.54,144.955,172185,4,Lil Durk,2020-12-24,2020,2021,Hip-hop
30,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,Planet Her,1nAQbHeOWTfQzbOoFrvndW,2021-06-25,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[94],[14664252],Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,88,"['Doja Cat', 'SZA']",['5cj0lLjcoR7YOSnhnX0Po5'],"[['dance pop', 'pop']]",[94],True,[14664252],0.764,0.705,8,0.0284,-3.463,1,0.259,8.92e-05,0.12,0.781,110.97,208667,4,Doja Cat,2021-06-25,2021,2021,Pop
31,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,21,SoulFly,4FY0HCt6PEbOF1RqUbYVzq,2021-03-26,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],[['florida rap']],[81],[2761972],Richer,601RY3CK0tfLsN8MlYUhyW,40,"['Rod Wave', 'Polo G']",['45TgXXqMDdF8BkjA83OM7z'],[['florida rap']],[81],False,[2761972],0.725,0.437,1,0.0739,-11.65,1,0.432,0.0,0.113,0.787,137.943,190459,3,Rod Wave,2021-03-26,2021,2021,Hip-hop
32,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,22,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,2018-12-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Lucid Dreams,285pBltuF7vW8TeWk8hdRR,87,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.511,0.566,6,0.2,-7.23,0,0.349,0.0,0.34,0.218,83.903,239836,4,Juice WRLD,2018-12-10,2018,2021,Hip-hop
33,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,18,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,2018-12-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Lucid Dreams,285pBltuF7vW8TeWk8hdRR,87,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.511,0.566,6,0.2,-7.23,0,0.349,0.0,0.34,0.218,83.903,239836,4,Juice WRLD,2018-12-10,2018,2020,Hip-hop
34,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,17,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,2018-12-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Lucid Dreams,285pBltuF7vW8TeWk8hdRR,87,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.511,0.566,6,0.2,-7.23,0,0.349,0.0,0.34,0.218,83.903,239836,4,Juice WRLD,2018-12-10,2018,2019,Hip-hop
35,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,18,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,2018-12-10,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],[21889473],Lucid Dreams,285pBltuF7vW8TeWk8hdRR,87,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],"[['chicago rap', 'melodic rap']]",[96],True,[21889473],0.511,0.566,6,0.2,-7.23,0,0.349,0.0,0.34,0.218,83.903,239836,4,Juice WRLD,2018-12-10,2018,2018,Hip-hop
36,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,23,Greatest Hits,6a8nlV9V8kPUbTTCJNVSsh,2014,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],[39227023],Bohemian Rhapsody - Remastered 2011,6ljkRMigoNtu0x1mlTEsKc,36,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],False,[39227023],0.393,0.398,0,0.0514,-9.973,0,0.256,0.0,0.195,0.236,143.353,355467,4,Queen,2014-01-01,2014,2021,Rock
37,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,25,Greatest Hits,6a8nlV9V8kPUbTTCJNVSsh,2014,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],[39227023],Bohemian Rhapsody - Remastered 2011,6ljkRMigoNtu0x1mlTEsKc,36,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],False,[39227023],0.393,0.398,0,0.0514,-9.973,0,0.256,0.0,0.195,0.236,143.353,355467,4,Queen,2014-01-01,2014,2020,Rock
38,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,27,Greatest Hits,6a8nlV9V8kPUbTTCJNVSsh,2014,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],[39227023],Bohemian Rhapsody - Remastered 2011,6ljkRMigoNtu0x1mlTEsKc,36,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],False,[39227023],0.393,0.398,0,0.0514,-9.973,0,0.256,0.0,0.195,0.236,143.353,355467,4,Queen,2014-01-01,2014,2019,Rock
39,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,96,Greatest Hits,6a8nlV9V8kPUbTTCJNVSsh,2014,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],[39227023],Bohemian Rhapsody - Remastered 2011,6ljkRMigoNtu0x1mlTEsKc,36,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],"[['classic rock', 'glam rock', 'rock']]",[88],False,[39227023],0.393,0.398,0,0.0514,-9.973,0,0.256,0.0,0.195,0.236,143.353,355467,4,Queen,2014-01-01,2014,2018,Rock
40,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,24,Tickets To My Downfall,3DvW6xTKba1sol3kkj4JoB,2020-09-25,['Machine Gun Kelly'],['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],[4288013],my ex's best friend (with blackbear),0I8lswmmV7otlaAbZbwfXY,53,"['Machine Gun Kelly', 'blackbear']",['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],False,[4288013],0.732,0.674,5,0.0424,-5.036,0,0.00325,0.0,0.108,0.332,124.957,138970,4,Machine Gun Kelly,2020-09-25,2020,2021,Hip-hop
41,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,154,Tickets To My Downfall,3DvW6xTKba1sol3kkj4JoB,2020-09-25,['Machine Gun Kelly'],['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],[4288013],my ex's best friend (with blackbear),0I8lswmmV7otlaAbZbwfXY,53,"['Machine Gun Kelly', 'blackbear']",['6TIYQ3jFPwQSRmorSezPxX'],"[['ohio hip hop', 'pop rap']]",[85],False,[4288013],0.732,0.674,5,0.0424,-5.036,0,0.00325,0.0,0.108,0.332,124.957,138970,4,Machine Gun Kelly,2020-09-25,2020,2020,Hip-hop
42,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,25,Hamilton (Original Broadway Cast Recording),1kCHru7uhxBUdzkm4gzRQc,2015-09-25,['Lin-Manuel Miranda'],['4aXXDj9aZnlshx7mzj3W1N'],"[['hollywood', 'show tunes']]",[78],[485419],Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,73,"['Leslie Odom Jr.', 'Anthony Ramos', 'Daveed Diggs', 'Okieriete Onaodowan', 'Lin-Manuel Miranda', 'Phillipa Soo', 'Original Broadway Cast of Hamilton']",['4aXXDj9aZnlshx7mzj3W1N'],"[['hollywood', 'show tunes']]",[78],False,[485419],0.609,0.435,11,0.285,-7.861,0,0.522,0.0,0.118,0.552,131.995,236738,4,Leslie Odom Jr.,2015-09-25,2015,2021,Soundtrack
