,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Sand In My Boots,4qeMbs55QlONyrE9YBMA93,42,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.354,0.54,3,-6.625,1,0.587,0.0,0.112,0.416,69.97,202133,4
1,Wasted On You,4xv9BDq764NSKG3geku9X2,43,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.505,0.658,11,-5.24,0,0.371,0.00136,0.121,0.255,196.002,178520,3
2,Somebody’s Problem,7cWMnSxmQfKFsIIoRWifbb,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.658,0.539,5,-7.674,1,0.665,0.0,0.123,0.622,136.959,161773,4
3,More Surprised Than Me,6Mn2GFiNNadK0G2ZXRK1fd,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.488,0.748,6,-6.049,1,0.244,0.0,0.124,0.431,84.938,157440,4
4,865,3lb2f27695Iuyd82khwU9k,39,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.454,0.586,8,-5.254,1,0.729,0.0,0.101,0.366,87.891,190680,4
5,Warning,6o6jHTdTaqQilpLLY1q8AG,38,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.633,0.663,10,-5.049,1,0.463,0.0,0.108,0.253,115.052,156747,4
6,Neon Eyes,5WP1LPI7kLIQqEVEZKhnoo,37,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.847,11,-5.232,0,0.0102,3.99e-05,0.158,0.652,126.01,226147,4
7,Outlaw (feat. Ben Burgess),6Vfl4qLFPMY73whXRef8Mk,35,"['Morgan Wallen', 'Ben Burgess']",['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.506,0.633,7,-5.755,1,0.583,0.0,0.121,0.244,85.05,229747,4
8,Whiskey’d My Way,4kPLqNab6ZMGxbzsg423iX,37,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.449,0.518,2,-6.37,1,0.599,0.00249,0.0984,0.314,185.879,180787,3
9,Wonderin’ Bout The Wind,7fgKAJlw9WNLoBORPAwBoB,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.481,0.714,6,-5.624,1,0.25,0.0,0.133,0.384,90.984,182227,4
10,Your Bartender,2JsDkPZtdgs21JWfKIkIeH,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.774,4,-5.236,1,0.247,6.66e-05,0.15,0.442,139.963,185093,4
11,Only Thing That’s Gone (feat. Chris Stapleton),7MVGhr6Gfg0Wx959PN2LxL,36,"['Morgan Wallen', 'Chris Stapleton']",['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.503,0.799,2,-4.593,1,0.112,3.56e-05,0.296,0.464,150.07,196707,4
12,Cover Me Up,5jKqR3BfRMAUnE7gAIq1Fh,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.531,0.438,2,-8.099,1,0.231,7.53e-06,0.107,0.223,127.915,293707,3
13,7 Summers,23V03OIpI0BpblCZredJGe,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.467,0.793,0,-5.125,1,0.411,5.87e-05,0.125,0.574,203.926,210507,4
14,More Than My Hometown,65mMCEOu5Ll1DBAfEUmerU,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.868,6,-5.478,1,0.617,0.0,0.131,0.594,126.01,216573,4
15,Still Goin Down,1d0rJOxrY9cpoAVgzyYLot,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.58,0.753,7,-5.08,1,0.488,0.0,0.277,0.718,148.122,186293,4
16,"Rednecks, Red Letters, Red Dirt",23ADTEcy2rB090bYiZRsCP,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.75,6,-4.301,1,0.166,1.8e-06,0.122,0.63,140.044,185133,4
17,Dangerous,0R8ShcBTOvXjKCsp0Mu0Hx,41,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.636,0.779,7,-4.794,1,0.207,0.0,0.273,0.956,119.015,147893,4
18,Beer Don’t,35mh8VlZaeXTF4YOiwmfQm,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.588,0.853,6,-4.703,1,0.0686,3.55e-06,0.165,0.738,140.011,196080,4
19,Blame It On Me,6RQ7qWUDHNBOtwYiAvROyG,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.626,0.836,7,-4.59,1,0.532,0.0,0.319,0.816,93.023,162667,4
20,Somethin’ Country,4sxbpptdBeUeLAsivMsxRF,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.942,2,-4.441,1,0.171,0.0,0.291,0.742,146.024,172627,4
21,This Bar,3xVgsoAHGXbJdpZKM5hSjR,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.883,2,-5.303,1,0.0954,0.000362,0.0463,0.227,110.01,185280,4
22,Country A$$ Shit,2eS7tfh50SWkUIvTfHF6Ou,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.625,0.93,10,-3.914,1,0.00935,0.0,0.283,0.918,138.032,186187,4
23,Whatcha Think Of Country Now,4vfJZdFvsZIIUAq0I9ZyWj,31,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.523,0.966,9,-4.356,1,0.0226,0.0,0.322,0.885,145.018,182427,4
24,Me On Whiskey,1s63OmQvZd9NwDGqJm3xys,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.569,0.654,11,-4.569,1,0.448,0.0,0.0777,0.707,142.038,210373,4
25,Need A Boat,1Ss4DpG1o7H1oN6cm0tdQo,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.54,0.897,9,-6.285,1,0.0998,0.0,0.267,0.963,160.027,185867,4
26,Silverado For Sale,7cFqCpT1CuXtqSdaXkUpII,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.59,0.777,0,-5.948,1,0.163,0.0,0.104,0.384,137.955,224920,4
27,Heartless - Wallen Album Mix,1BPtNPQPRBeiMM2TkhBp1N,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.597,0.623,11,-4.689,1,0.708,0.0,0.179,0.422,111.082,169613,4
28,Livin’ The Dream,0mrc2UHAEY4lt11YfqFJE6,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.765,7,-5.912,0,0.578,0.00915,0.228,0.437,127.044,239120,4
29,Quittin’ Time,2avJHC5Txz2tmL39rr5yjv,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],[['contemporary country']],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.409,0.626,5,-8.492,1,0.464,1.9e-06,0.186,0.448,83.904,224547,4
30,brutal,6SRsiMl7w1USE4mFqrOhHC,85,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.672,0.526,4,-6.446,1,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
31,traitor,5CZ40GBx1sQ9agT82CLQCT,93,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.38,0.339,3,-7.885,1,0.691,0.0,0.12,0.0849,100.607,229227,4
32,drivers license,5wANPM4fQCJwkGd4rN57mH,93,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.561,0.431,10,-8.81,1,0.768,1.42e-05,0.106,0.137,143.875,242013,4
33,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,82,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.473,0.203,2,-12.627,1,0.941,0.0,0.126,0.419,168.884,163587,4
34,deja vu,6HU7h9RYOaPRFeh0R3UeAr,90,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.442,0.612,2,-7.222,1,0.584,5.7e-06,0.37,0.178,180.917,215507,4
35,good 4 u,4ZtFanR9U6ndgddUvNcjcG,96,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.563,0.664,9,-5.044,1,0.335,0.0,0.0849,0.688,166.928,178147,4
36,enough for you,2TOzTqQXNmR2zDJXihjZ2e,83,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.638,0.259,7,-10.706,1,0.753,0.0,0.219,0.269,88.485,202827,4
37,happier,2tGvwE8GcFKwNdAXMnlbfl,89,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.395,0.443,6,-9.72,1,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
38,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,87,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.695,0.575,10,-6.334,0,0.198,0.0,0.0614,0.699,163.929,173160,4
39,favorite crime,5JCoSi02qi3jJeHdZXMmR8,88,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.369,0.272,9,-10.497,1,0.866,0.0,0.147,0.218,172.929,152667,4
40,hope ur ok,1zejeOnykpCoyVSit6Bwp3,80,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],[['pop']],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.443,0.298,0,-12.181,1,0.388,1e-05,0.103,0.172,77.253,209560,4
41,Bad Bitch From Tokyo (Intro),4OGIeHtYhRTJ8iW21UUyZW,59,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.645,0.64,10,-6.871,0,0.395,1.04e-05,0.286,0.674,140.248,48000,4
42,Aim For The Moon (feat. Quavo),6O7fPYTsb2mY0PiFt2ymDB,67,"['Pop Smoke', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.713,0.605,11,-7.487,1,0.497,3.46e-06,0.115,0.432,142.025,175756,4
43,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,85,"['Pop Smoke', 'Lil Baby', 'DaBaby']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.823,0.586,6,-6.606,0,0.114,0.0,0.193,0.347,125.971,190476,4
44,44 BullDog,7sjFIZ1g5QLJLGja3k592K,67,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.8,0.564,8,-5.817,1,0.0287,1.65e-06,0.112,0.318,139.989,150857,4
45,Gangstas,1hg3RlqFZXJb5YgRoK9qmF,73,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.548,0.506,4,-7.434,0,0.203,0.0001,0.0788,0.557,119.987,160000,5
46,Yea Yea,0bjgQ24UZGwKikldIyEOgf,63,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.717,0.474,5,-8.383,0,0.0509,0.0,0.139,0.448,123.906,185804,4
47,Creature (feat. Swae Lee),3eV2WT9YhfzkxbufnBF8wK,64,"['Pop Smoke', 'Swae Lee']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.794,0.717,7,-5.73,1,0.0511,0.0,0.195,0.372,141.881,202816,4
48,Snitching (feat. Quavo & Future),2FhEj9lvEIaJihjFprRrGt,60,"['Pop Smoke', 'Quavo', 'Future']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.944,0.579,8,-4.961,1,0.0381,0.0,0.253,0.769,135.033,259346,4
49,Make It Rain (feat. Rowdy Rebel),71d7LaAgPcNcUopu3OzmP7,63,"['Pop Smoke', 'Rowdy Rebel']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.5,0.767,1,-4.105,1,0.162,9.79e-05,0.385,0.58,159.477,202443,4
50,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,80,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.49,0.618,1,-5.655,1,0.0221,3.77e-06,0.259,0.286,99.7,201600,4
51,West Coast Shit (feat. Tyga & Quavo),1JDhNQ0oOT7XpclZn3aQ8F,62,"['Pop Smoke', 'Tyga', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.831,0.762,11,-5.656,0,0.0885,0.0,0.107,0.495,99.999,192000,4
52,Enjoy Yourself (feat. Karol G),3NWrHCwvyII4fTx05PN3IO,72,"['Pop Smoke', 'KAROL G']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.764,0.676,11,-6.761,0,0.389,0.0,0.215,0.461,97.02,197938,4
53,Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,83,"['Pop Smoke', 'Lil Tjay']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.48,0.602,10,-6.335,0,0.487,0.0,0.0848,0.269,179.798,213333,4
54,Something Special,5kkaSMcf4BFlhRRICCKZb6,73,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.739,0.616,7,-6.963,0,0.252,1.93e-06,0.101,0.654,91.071,158466,4
55,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,86,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.709,0.548,10,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4
56,Diana (feat. King Combs),4Tc9PHEoeP17PQj3OOKXPu,60,"['Pop Smoke', 'King Combs']",['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.794,0.792,7,-6.889,1,0.22,0.0,0.0998,0.546,126.994,188976,4
57,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,80,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.688,0.647,2,-7.258,1,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
58,Tunnel Vision (Outro),2SxR5RitJdsG6wINvJLBSD,60,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.718,0.66,2,-7.39,1,0.363,0.0,0.159,0.659,142.879,132587,4
59,Dior - Bonus,6PnTgx9lyvLGIcPnroCvc2,62,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],[['brooklyn drill']],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.676,0.746,7,-7.837,1,0.0893,0.00157,0.412,0.675,142.035,216244,4
60,willow,0lx2cLdOt3piJbcaXIV74f,82,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.392,0.574,7,-9.195,1,0.833,0.00179,0.145,0.529,81.112,214707,4
61,champagne problems,0sY6ZUTh4yoctD8VIXz339,81,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.462,0.24,0,-12.077,1,0.92,0.0,0.113,0.32,171.319,244000,4
62,gold rush,5BK0uqwY9DNfZ630STAEaq,74,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.512,0.462,9,-10.491,1,0.83,0.166,0.121,0.353,112.05,185320,4
63,‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,71,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.575,0.434,5,-8.193,1,0.735,6.59e-05,0.105,0.348,145.916,229840,4
64,tolerate it,0PurA4JVJ8YQgSVopY8fn6,71,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.316,0.361,9,-10.381,1,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
65,"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,72,"['Taylor Swift', 'HAIM']",['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.546,0.613,7,-7.589,0,0.418,0.0,0.103,0.535,79.015,215627,4
66,happiness,73YUReisjb3A9ActdLLjJQ,69,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.559,0.334,11,-10.733,1,0.87,0.0,0.114,0.211,122.079,315147,4
67,dorothea,670fUmXf4KQekzbEgaXyPA,67,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.605,0.488,4,-8.322,1,0.696,0.0,0.129,0.354,119.966,225880,4
68,coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,68,"['Taylor Swift', 'The National']",['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.537,0.537,8,-11.266,1,0.819,0.000904,0.142,0.292,107.895,275320,4
69,ivy,19CSr8rwW05VJL2F91KFNK,71,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.515,0.545,2,-9.277,1,0.855,1.97e-05,0.0921,0.535,88.856,260440,4
70,cowboy like me,1XjHRolIXL2M1EEOUsGGR4,68,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],True,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.604,0.517,0,-9.014,1,0.768,0.000155,0.123,0.511,127.967,275040,4
71,long story short,2o2sgVJIgFXk8GQjWTgI6U,69,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.546,0.73,0,-7.704,1,0.66,0.179,0.0972,0.573,157.895,215920,4
72,marjorie,12ntTeqEeTg7GAVpe8Mhpl,67,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.535,0.561,5,-11.609,1,0.876,0.000136,0.115,0.287,96.103,257773,4
73,closure,35rdVq36LMHQX0Suw9a6tK,65,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.689,0.704,9,-10.813,1,0.835,4.83e-06,0.134,0.92,151.884,180653,5
74,evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,70,"['Taylor Swift', 'Bon Iver']",['06HL4z0CvFAxyc27GXpf02'],[['pop']],[100],False,[47362363],evermore,2Xoteh7uEpea4TohMxjtaq,0.39,0.27,1,-10.673,1,0.937,0.00227,0.111,0.32,125.177,304107,5
75,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,82,['Drake'],['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.423,0.667,6,-7.012,0,0.758,0.0,0.246,0.496,86.743,336511,4
76,Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,77,['Drake'],['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.701,0.741,2,-6.157,1,0.112,0.0,0.699,0.588,140.177,178623,4
77,Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3,86,"['Drake', 'Lil Baby']",['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.767,0.438,7,-8.726,0,0.181,0.0,0.142,0.381,86.975,221980,4
78,In The Bible (with Lil Durk & Giveon),61S79KIVA4I9FXbnsylEHT,81,"['Drake', 'Lil Durk', 'Giveon']",['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.686,0.385,7,-8.35,0,0.614,0.0,0.131,0.147,143.07,296568,4
79,Love All (with JAY-Z),4VCbgIdr8ptegWeJpqLVHH,78,"['Drake', 'JAY-Z']",['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.73,0.576,2,-5.442,1,0.354,3.59e-05,0.15,0.155,92.131,228461,4
80,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,89,"['Drake', 'Travis Scott']",['3TVXtAsR1Inumwj472S9r4'],"[['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']]",[98],True,[59845429],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.666,0.465,1,-8.545,1,0.0503,0.0,0.215,0.292,167.937,291175,4
