,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2500,Bestfriends,5KYmycU3qCBDcLSqPNHGpm,24,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.821,0.764,2,-7.738,1,0.0468,0.0,0.264,0.403,94.424,132794,4
2501,Alone (feat. Lil Durk),0xC57KbWM3gPbx3wmJip8w,22,"['42 Dugg', 'Lil Durk']",['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.752,0.458,8,-9.454,0,0.00976,0.0,0.104,0.582,154.978,226323,4
2502,Still Miss My Niggas (feat. Rylo Rodriguez),5bukW4bVJON6a6DsiQhNXA,14,"['42 Dugg', 'Rylo Rodriguez']",['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.683,0.649,9,-8.845,1,0.19,0.0,0.104,0.636,94.984,178526,4
2503,Free Merey,7kI30ZtijpVHnc4cxzd8JM,13,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.864,0.661,1,-7.037,0,0.45,0.0,0.0483,0.217,90.119,140218,4
2504,Quez Free,3twp2UoblVbR5HqLMzwK3G,15,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.651,0.726,8,-3.99,1,0.00342,0.0,0.183,0.221,176.083,130466,4
2505,Please,4EHQzzD8WNLxdVAY477klj,14,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.791,0.522,1,-9.16,1,0.0271,0.0,0.133,0.348,134.987,126248,4
2506,Rose Gold (feat. EST Gee),1TQvYfTqoYkaGBf6YLVgrf,16,"['42 Dugg', 'EST Gee']",['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.786,0.501,2,-8.42,1,0.0414,0.0,0.11,0.245,165.852,185949,4
2507,Judge Please,4tGecd0lxlvA8CtNlnvL5E,11,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.662,0.797,8,-5.954,1,0.0561,0.0,0.0486,0.606,183.909,123961,4
2508,Still Catching Cases (feat. Fivio Foreign & Rowdy Rebel),0ETtGVUbq21MMEaTjt6j8k,14,"['42 Dugg', 'Fivio Foreign', 'Rowdy Rebel']",['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.792,0.581,5,-9.275,0,0.066,0.0,0.199,0.667,139.92,173494,3
2509,It Get Deeper Pt. 2,6IQ5AKEzgJRQmNbpneV86w,13,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.831,0.513,7,-10.782,1,0.163,1.03e-06,0.126,0.395,89.978,221138,4
2510,And I Gangbang,3Uw9nWOuupcizzaE7Qrt1B,15,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.758,0.575,7,-9.64,1,0.01,0.0,0.288,0.758,159.885,133904,4
2511,Free Woo,7sDyT8C0kPqRuMBHXkGwAp,22,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.77,0.718,10,-7.513,0,0.0572,0.0,0.147,0.643,156.025,146042,4
2512,Free Skeet,6z084fQAfBlXyt4jtwzO4W,12,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.768,0.435,1,-9.767,0,0.0703,3.33e-06,0.0948,0.412,165.937,129388,4
2513,Free Me,4Z25j8WOw93pCCB3dP0ko3,14,['42 Dugg'],['45gHcnDnMC15sgx3VL7ROG'],"[['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']]",[77],False,[512330],Free Dem Boyz,0YKy70KrV5KubGfgkyKA8v,0.802,0.783,1,-7.533,1,0.0138,0.0,0.112,0.56,87.974,148347,4
2514,The Greatest Show,4ylWMuGbMXNDgDd8lErEle,76,"['Hugh Jackman', 'Keala Settle', 'Zac Efron', 'Zendaya', 'The Greatest Showman Ensemble']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.417,0.824,11,-7.36,0,0.000239,0.0545,0.0725,0.4,157.92,302147,4
2515,A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,76,"['Ziv Zaifman', 'Hugh Jackman', 'Michelle Williams']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.265,0.312,7,-11.689,1,0.243,0.0,0.0893,0.0998,54.747,269453,3
2516,A Million Dreams (Reprise),66y7x28jXOPrcmu3D5Zjh6,66,"['Austyn Johnson', 'Cameron Seely', 'Hugh Jackman']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.253,0.139,6,-17.067,1,0.726,5.01e-05,0.269,0.102,74.369,60453,3
2517,Come Alive,5xNUR50KxswPRAvx7S163g,71,"['Hugh Jackman', 'Keala Settle', 'Daniel Everidge', 'Zendaya', 'The Greatest Showman Ensemble']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.702,0.77,7,-9.411,1,0.00558,0.000802,0.211,0.235,118.034,225933,4
2518,The Other Side,2cKovq3l6OJjhVVDbVKOsr,75,"['Hugh Jackman', 'Zac Efron']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.638,0.795,0,-8.45,1,0.00433,0.00139,0.153,0.31,153.99,214373,4
2519,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,76,['Loren Allred'],['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.277,0.394,8,-8.903,1,0.423,0.0,0.0952,0.227,86.777,207787,3
2520,This Is Me,45aBsnKRWUzhwbcqOJLwfe,77,"['Keala Settle', 'The Greatest Showman Ensemble']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.284,0.704,2,-7.276,1,0.00583,0.000115,0.0424,0.1,191.702,234707,4
2521,Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,76,"['Zac Efron', 'Zendaya']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.684,0.619,10,-7.005,1,0.0716,0.0,0.122,0.284,125.046,217440,4
2522,Tightrope,0GVuLQtPXFaL18ijEOqoAa,70,['Michelle Williams'],['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.351,0.331,9,-10.316,1,0.3,9.14e-06,0.0919,0.191,161.564,234360,3
2523,Never Enough (Reprise),6f8b6mxNNDJdE5tC4MCTxt,65,['Loren Allred'],['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.382,0.0541,9,-19.376,1,0.889,2.88e-06,0.0832,0.133,82.486,80293,4
2524,From Now On,3IkWmgGsXbsafrunwPojXO,74,"['Hugh Jackman', 'The Greatest Showman Ensemble']",['0LyfQWJT6nXafLPZqxe9Of'],[[]],[0],False,[1422955],The Greatest Showman (Original Motion Picture Soundtrack),7ayBZIe1FHkNv0T5xFCX6F,0.516,0.518,4,-10.383,1,0.00483,0.00895,0.585,0.0834,108.027,349560,4
2525,2016,5ehN5A3B3lDwmFCYO63Wk6,58,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.52,0.384,6,-8.168,1,0.596,0.0,0.103,0.328,149.536,235053,5
2526,Hard To Forget,10xuH52YSXHWFwCaF1fsDd,69,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.689,0.689,4,-5.517,1,0.23,0.0,0.57,0.664,130.069,204760,4
2527,Kinfolks,52lGuLAkIVbm4LZkSf9nj0,62,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.569,0.807,0,-4.584,1,0.0876,0.0,0.164,0.883,76.011,181933,4
2528,Young Once,2Q04BmXs7Sr7ThizTmERj6,55,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.641,0.644,1,-5.853,1,0.148,0.0,0.0791,0.471,105.941,185333,4
2529,Body Like A Back Road,7FpBQ067pHB67deawpbbcY,70,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.736,0.458,5,-7.437,1,0.441,0.0,0.148,0.65,98.977,162547,4
2530,That Ain't Beautiful,41UPpkBX72iB1MSNW2NSwM,45,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.635,0.468,1,-10.062,1,0.167,2.32e-06,0.0737,0.3,89.985,164747,4
2531,Let It Down,7DNDS5cxuHbO6X7SUYmYnK,44,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.617,0.748,7,-3.699,1,0.11,0.0,0.114,0.49,104.97,170067,4
2532,Downtown's Dead,42xmT5zcFAhCKfkLjpG0bv,46,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.363,0.688,11,-5.796,1,0.0964,0.0,0.135,0.413,81.982,213987,4
2533,Nothing Lasts Forever,1akkt9lBMizLf2sJGSrla1,48,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.467,0.444,10,-7.181,1,0.365,0.0,0.158,0.187,173.829,184320,4
2534,Sinning With You,1lGteWyWcTweQh7MCyIgLb,50,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.742,0.464,4,-7.682,1,0.635,0.0,0.158,0.256,121.979,196453,4
2535,Breaking Up Was Easy In The 90's,4sf2L157iEgAR7yrCNLgSq,71,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.562,0.649,9,-5.4,1,0.231,0.0,0.341,0.376,145.913,215933,4
2536,Drinkin' Too Much,228kFdBgjLDmmdygT9Hxxo,51,['Sam Hunt'],['2kucQ9jQwuD8jWdtR9Ef38'],"[['contemporary country', 'country pop']]",[76],False,[2168650],SOUTHSIDE,1xRcR4iSouBrfVhuqFkPAJ,0.359,0.394,1,-9.971,1,0.754,0.0,0.0964,0.132,176.799,232267,5
2537,Long Live,0YfRAYTNTNszGg8VARrSIH,67,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.611,0.846,7,-3.548,1,0.178,0.0,0.12,0.544,129.961,153253,4
2538,Life Looks Good,1zhq0tJrBuL5zWNTfcMeeO,42,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.595,0.798,0,-3.539,1,0.477,0.0,0.238,0.504,87.955,167973,4
2539,Countryside,0wCo8u7J1JGZV8yezcU37d,51,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.65,0.559,9,-5.296,1,0.429,0.0,0.126,0.302,84.954,200667,4
2540,Always Gonna Love You,5wTt43UbS3HmDvzAJ7Yax3,67,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.543,0.723,6,-4.892,1,0.165,0.0,0.11,0.428,143.028,177027,4
2541,I Love My Country,0clSHsrHl2irBkObcLEZqS,60,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.525,0.94,4,-3.546,1,0.0283,0.0,0.236,0.636,140.093,185467,4
2542,Hard To Get To Heaven,0ToJ66fjWIjBqfV5N2u77b,40,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.597,0.766,10,-3.703,1,0.175,0.0,0.23,0.712,139.875,191533,4
2543,Long Time Comin',5xMxyWRoe37nUlHDk72cSW,44,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.402,0.602,10,-6.1,1,0.389,0.0,0.0915,0.299,119.896,194773,3
2544,Interlude,3krbCfc0gF9e21XejJEqTL,1,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.257,0.26,5,-25.801,1,0.574,0.912,0.172,0.0719,114.684,26105,1
2545,Ain’t Worried Bout It,0HenRzmdVXsfqLeZ7fpj8K,41,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.652,0.642,5,-4.736,1,0.263,0.0,0.175,0.458,124.901,151975,4
2546,Beer:30,494HXkHwJnDo683EjYSBYL,42,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.775,0.884,6,-4.763,0,0.019,2.25e-05,0.0921,0.792,100.024,139053,4
2547,New Truck,3rPkYKoR924QmwcmaYjyfo,43,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.646,0.829,1,-3.468,1,0.169,0.0,0.0694,0.934,151.082,142373,4
2548,Eyes Closed,4CX5pwaH90gF0AqeXZ8zbb,44,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.424,0.725,3,-4.464,1,0.31,0.0,0.101,0.658,201.877,149627,4
2549,Second Guessing - From Songland,08IV5RiD02METcqtfzDeqj,52,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.555,0.516,8,-5.33,1,0.388,0.0,0.247,0.293,137.812,187000,3
2550,Good To Me,3W73VhY6b5CBKpQ4vucXup,41,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.491,0.769,6,-3.43,1,0.0517,0.0,0.0558,0.529,154.047,169827,4
2551,U.S. Stronger,2C9oTUXi4CgeTGvaHSOwpZ,38,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.512,0.605,6,-4.857,1,0.531,0.0,0.0924,0.336,137.856,183840,4
2552,Life Rolls On,0nTXElyiOEN60Z22Pyu9tt,61,['Florida Georgia Line'],['3b8QkneNDz4JHKKKlLgYZg'],"[['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",[80],False,[4602350],Life Rolls On,6dfdmMDGw988CzNEFdnIcY,0.572,0.691,6,-5.038,1,0.163,0.0,0.14,0.36,130.974,201067,4
2553,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",7rIhVsWn8W82shpRiPDrXc,62,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.669,0.939,3,-3.209,1,0.192,0.0,0.295,0.53,129.014,252880,4
2554,Timber (feat. Ke$ha),6KKRDClzyxixBankDVkVUv,41,"['Pitbull', 'Kesha']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.587,0.964,11,-4.099,1,0.0291,0.0,0.145,0.802,129.975,204000,4
2555,I Know You Want Me (Calle Ocho),59c5aCYN5lc6e41BNYKdzs,39,['Pitbull'],['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.82,0.73,2,-5.997,1,0.0137,5.85e-05,0.137,0.794,127.053,237960,4
2556,Don't Stop the Party (feat. TJR),7ahuMdaf5gdVi35BzyU9Qu,40,"['Pitbull', 'TJR']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.718,0.95,4,-3.617,1,0.00685,0.0,0.393,0.945,127.017,205880,4
2557,Hotel Room Service,30Me3EEK4TV7VIfXVVRUlz,41,['Pitbull'],['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.847,0.629,1,-8.385,1,0.00705,0.000372,0.0763,0.777,125.984,238267,4
2558,Hey Baby (Drop It to the Floor) (feat. T-Pain),3bg7zaW68Q4VmiamiqgdBx,41,"['Pitbull', 'T-Pain']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.597,0.907,10,-3.441,0,0.0377,0.0,0.172,0.819,127.99,234827,4
2559,Rain Over Me (feat. Marc Anthony),40wJM8vkUdTFMRHiBiSDqh,43,"['Pitbull', 'Marc Anthony']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.612,0.906,5,-2.088,1,0.00474,0.0,0.746,0.266,127.898,231307,4
2560,Time of Our Lives,1o4b2LttVTns5CtIXtazAD,51,"['Pitbull', 'Ne-Yo']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.726,0.797,1,-5.698,1,0.104,0.0,0.707,0.765,124.009,229093,4
2561,International Love (feat. Chris Brown),3hqHdgE3D1T7az8q8H5wR3,40,"['Pitbull', 'Chris Brown']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.671,0.86,0,-3.043,0,0.0136,0.0,0.308,0.652,120.021,228027,4
2562,Feel This Moment (feat. Christina Aguilera),4wGcpQekEDzl2epRppx969,39,"['Pitbull', 'Christina Aguilera']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.679,0.755,7,-3.613,1,0.0404,0.0,0.358,0.51,135.973,229627,4
2563,Fireball (feat. John Ryan),1872CMrl6s3dPUqJoJkgLT,38,"['Pitbull', 'John Ryan']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.758,0.935,10,-5.429,1,0.102,9.14e-05,0.0639,0.781,122.971,235173,4
2564,Jungle (feat. E-40 & Abraham Mateo),3XAt5hTMfmLXrpmim6DUPu,29,"['Pitbull', 'Stereotypes', 'E-40', 'Abraham Mateo']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.796,0.84,10,-4.285,0,0.0302,0.0,0.0676,0.842,114.935,209453,4
2565,Locas (feat. Lil Jon),2ogJL0voLOllC1H33EJw8s,27,"['Pitbull', 'Lil Jon']",['0TnOYISbd1XYRBk9myaseg'],"[['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']]",[86],False,[8974267],Greatest Hits,1webHYaeCy8j9smqS23sgE,0.884,0.798,6,-5.723,0,0.00432,0.000156,0.0988,0.475,125.091,215213,4
2566,I Swear (To God),3jSc6a7N6L9RhAhxjh9VQP,62,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.59,0.572,4,-4.684,1,0.843,0.229,0.33,0.924,89.721,200493,4
2567,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,77,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],True,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.536,0.574,7,-6.705,1,0.75,0.00277,0.105,0.877,87.194,224947,4
2568,Tattoos,1XcxubL4Y4U4gxLeIbb8VM,65,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.333,0.457,9,-7.295,1,0.241,0.0399,0.16,0.279,172.143,203360,4
2569,Born Again,217WnNJ3NuFB9dC8wncMPb,58,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.506,0.669,5,-4.805,1,0.624,0.00883,0.165,0.764,155.28,208213,4
2570,Whitehouse Road,0fbR95FEaJUxiQYaqZZukv,72,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.607,0.739,0,-5.503,1,0.114,0.000234,0.192,0.875,84.467,280787,4
2571,Banded Clovis,0o6hh58uipkorQvA8u1KTI,56,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.432,0.552,7,-6.987,1,0.81,0.0267,0.066,0.854,172.963,259067,3
2572,Purgatory,5opxZwZYGrLuWTOLW8HvMK,56,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"[['kentucky indie', 'kentucky roots', 'outlaw country']]",[77],False,[1017588],Purgatory,35LcGAeeMwVeIJrDpB3Gkz,0.489,0.773,7,-6.356,1,0.301,0.108,0.241,0.908,141.419,166053,4
