track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,77,"['Idina Menzel', 'AURORA']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.323,0.405,10,0.0413,-8.533,0,0.849,0.000544,0.138,0.274,145.104,194848,5
When I Am Older,1Tt7zr1yDbKbT8L4jzSZ74,69,['Josh Gad'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.73,0.326,8,0.26,-7.001,1,0.705,0.0,0.103,0.434,116.893,111452,4
Reindeer(s) Are Better Than People (Cont.),1AHAYbZklQkUj7wgxhQPIo,20,['Jonathan Groff'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.543,0.0885,3,0.441,-21.804,1,0.855,0.0,0.166,0.311,118.489,26371,4
Lost in the Woods,7namdlOhbtsc8FvoSafOQt,69,['Jonathan Groff'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.366,0.478,8,0.0277,-6.972,1,0.695,8.91e-06,0.124,0.293,149.307,180763,4
Show Yourself,50WeOnXhM1H7AZEeIDoWfZ,74,"['Idina Menzel', 'Evan Rachel Wood']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.321,0.429,6,0.0302,-7.073,1,0.724,9.1e-05,0.0606,0.174,123.419,260907,4
The Next Right Thing,1gilgPrTkkZTp09Xf8zCmK,65,['Kristen Bell'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.296,0.119,0,0.0475,-14.256,0,0.839,1.59e-05,0.385,0.146,170.037,216773,4
Into the Unknown - Panic! At The Disco Version,421eObjg0DTm2qajJl5OJm,69,['Panic! At The Disco'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.456,0.828,1,0.077,-6.225,1,0.0244,0.0,0.21,0.313,116.719,189132,4
All Is Found - Kacey Musgraves Version,5EeQQ8BVJTRkp1AIKJILGY,64,['Kacey Musgraves'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.438,0.19,5,0.0289,-13.573,1,0.954,7.12e-05,0.117,0.106,153.02,183735,4
Lost in the Woods - Weezer Version,227zkOoNpqRrzEPxvVRiF5,59,['Weezer'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.403,0.598,8,0.0241,-5.735,1,0.198,0.0,0.101,0.294,75.592,185232,4
All Is Found (Lullaby Ending) - Outtake,4na7Gwn4tqUCxScgHOWAip,57,['Evan Rachel Wood'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.291,0.142,9,0.0379,-14.769,0,0.924,0.0,0.0759,0.319,78.432,114040,4
Home - Outtake,6YM4DsQki1UdQSrTGlanVH,54,['Kristen Bell'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.708,0.424,2,0.0353,-7.048,1,0.724,0.0,0.0722,0.637,101.703,176866,4
I Seek the Truth - Outtake,6Rvh5eOFXDPAGAadIfsSLw,51,"['Kristen Anderson-Lopez', 'Patti Murin']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.454,0.305,0,0.0336,-8.904,0,0.88,0.0,0.149,0.249,72.097,241534,4
Unmeltable Me - Outtake,09MvGKcju2jf2ktxDa0s17,51,['Josh Gad'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.685,0.435,0,0.622,-8.804,1,0.402,0.0,0.312,0.765,79.168,85306,4
Get This Right - Outtake,401xthyxSHv4raI9NCGgr3,53,"['Jonathan Groff', 'Kristen Bell']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.725,0.5,11,0.151,-7.17,0,0.0777,0.0,0.0628,0.446,98.515,226920,4
All Is Found - Instrumental,6se84SHDm1GukrncLMJQMW,48,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.185,0.18,5,0.0376,-16.276,1,0.837,0.743,0.0891,0.0403,79.236,127343,4
Some Things Never Change - Instrumental,6lPiAmDDn22FQzdIS8UkjY,45,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.585,0.462,5,0.0274,-9.054,1,0.227,0.936,0.185,0.189,89.914,207589,4
Into the Unknown - Instrumental,68Clm85Z6S3BtKndStFne7,47,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.335,0.487,1,0.0461,-10.481,1,0.864,0.882,0.0949,0.118,109.383,196496,4
When I Am Older - Instrumental,3XZstz9J9v3maTQrt5yZXN,44,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.608,0.142,8,0.0476,-10.124,1,0.796,0.0485,0.101,0.422,116.88,112560,4
Reindeer(s) Are Better Than People (Cont.) - Instrumental,3t9JBaGfPOEQbNIexSOgDf,1,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.0,0.0408,3,0.0,-28.667,1,0.963,0.991,0.113,0.0,0.0,14253,0
Lost in the Woods - Instrumental,7406v86X81FbiBZoPHkHfE,44,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.464,0.349,8,0.0276,-10.988,1,0.562,0.864,0.106,0.243,74.982,181818,4
Show Yourself - Instrumental,4FhRrdon3LUV8aSI1NmjlD,45,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.382,0.321,6,0.0325,-11.959,1,0.619,0.732,0.0464,0.124,124.186,258789,4
The Next Right Thing - Instrumental,2XG3UzIAv2asT1dK2AIUiK,43,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.165,0.073,0,0.0378,-19.512,0,0.814,0.271,0.472,0.0399,106.626,216653,4
Into the Unknown - Panic! At The Disco Version/Instrumental,1yKsZCUrob9CKZKOT7QyDT,43,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.466,0.715,1,0.0574,-9.569,1,0.00193,0.869,0.0835,0.185,116.875,188467,4
All Is Found - Kacey Musgraves Version/Instrumental,4FPypQoFldRDnjVhtAuL4M,51,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.472,0.202,9,0.0546,-19.992,0,0.954,0.951,0.12,0.148,153.692,181840,4
Lost in the Woods - Weezer Version/Instrumental,6ZSRplBb0yT5P8oLL2XblA,41,"['Kristen Anderson-Lopez', 'Robert Lopez']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.489,0.621,8,0.0281,-6.997,1,0.0115,0.697,0.1,0.217,74.854,182586,4
Introduction,3PYgUmM7AzwGG6Qfurk0TP,48,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.376,0.307,2,0.0351,-13.095,1,0.957,0.911,0.131,0.189,79.994,59587,1
The Northuldra,2dREuzQ3Ot016q0qeaEYAm,44,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.119,0.0567,5,0.0456,-21.467,1,0.885,0.0145,0.0866,0.0333,68.522,155870,3
Sisters,4zp7CCCk5zMvMHPKcwLqSu,44,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.271,0.0214,6,0.0465,-30.42,1,0.993,0.957,0.0843,0.195,75.728,65936,4
Exodus,0PmTrHynZvLhAJj7YgeScP,42,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.35,0.219,1,0.0427,-16.528,1,0.824,0.308,0.0877,0.0355,78.343,81125,1
The Mist,3BsJnS7Bm5MEa09FUGVt89,42,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.0903,0.065,3,0.0427,-25.986,1,0.935,0.694,0.106,0.0315,79.101,162361,3
Wind,4d9VJR3oZSQ6J3b1DtWKgV,42,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.194,0.116,1,0.038,-15.921,1,0.844,0.456,0.139,0.0323,87.227,186242,4
Iduna's Scarf,2lkUgZX55tVYY7u02zYH7x,47,"['Christophe Beck', 'Cast of Frozen 2']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.212,0.0515,2,0.0377,-17.21,1,0.971,0.285,0.0762,0.0354,109.512,277172,3
Fire and Ice,4fcZbjP3FrEfciejqDFtM0,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.227,0.257,11,0.0495,-14.964,1,0.932,0.454,0.106,0.0306,112.859,196279,4
Earth Giants,5oADQA9bW2mChEEPxSWeXq,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.0825,0.0129,4,0.0416,-30.939,0,0.96,0.3,0.176,0.0299,170.613,117346,1
The Ship,4KdrgmXjJ29AsCjE6x1qr3,50,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.157,0.0292,10,0.0462,-29.867,1,0.98,0.908,0.144,0.0341,135.179,295190,4
River Slide,4WlrItEJzr0kLzW8jZhoKb,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.136,0.092,5,0.0513,-20.742,1,0.865,0.402,0.406,0.0354,82.893,152684,3
Dark Sea,5UuFnu4GKKP79yL6nsiHMJ,42,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.231,0.46,7,0.0542,-12.09,1,0.848,0.774,0.114,0.0378,95.914,167940,4
Ghosts of Arendelle Past,6Li70cXfPXCIxl8tSidUcz,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.0885,0.113,8,0.0401,-22.149,1,0.886,0.42,0.0519,0.0342,80.692,178149,3
Gone Too Far,1iR7tzfJiPtraDTTyIkIvt,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.211,0.0198,7,0.0431,-27.522,1,0.977,0.589,0.131,0.0331,72.67,223973,3
Rude Awakening,1oD2xFoVBGGil1xYpoSM2c,40,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.337,0.651,0,0.0786,-10.722,1,0.779,0.475,0.146,0.073,78.795,125148,3
The Flood,0oawVjfILybpaSVQL0M6wf,41,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.163,0.332,0,0.0378,-12.655,1,0.933,0.694,0.0924,0.0384,79.921,214841,3
Reindeer Circle,6XuQJwADFpvgT9i7wPViJd,45,['Cantus'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.249,0.0634,7,0.041,-16.136,1,0.95,0.941,0.112,0.105,39.702,100529,3
Reunion,5N85k8UJw3SVa20iyZ8muO,42,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.092,0.0323,0,0.0427,-23.024,1,0.979,0.947,0.373,0.0372,80.501,230867,4
Epilogue,3SGUkNKEJLr13RqO6YYsJ8,43,['Christophe Beck'],['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),4M07HWIlZr7zoXoxDHR5mz,0.134,0.138,7,0.043,-15.214,1,0.959,0.478,0.087,0.127,75.458,205240,4
Sky Priority,2a6sjwokUT2lAFGtTfrBUG,64,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.634,0.437,4,0.323,-13.836,1,0.163,0.0,0.124,0.486,171.406,178678,3
Dark Conversation,5lQvcmJHBcCHMFEusim8bH,64,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.714,0.647,9,0.19,-5.667,0,0.302,0.0,0.0561,0.61,158.956,144960,4
Close Enough to Hurt,1WPszJN4Em99es2kpiaUxt,64,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.803,0.517,6,0.124,-8.756,0,0.292,0.0,0.115,0.19,78.025,135419,4
Green Light,4n7c4QoSavoKz7qLitbQbD,65,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.872,0.434,1,0.733,-11.737,1,0.0654,0.0,0.096,0.292,82.974,121522,4
Brace Face,4vAFEZWr02aj3rv4RkFROa,57,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.678,0.711,10,0.0402,-4.722,1,0.251,0.0,0.0383,0.617,85.989,161933,4
Poison,5C1PY8gSPXadGda4SKH1Cs,66,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.665,0.615,11,0.25,-10.154,1,0.137,0.0,0.146,0.759,152.107,195866,1
Cuban Links (feat. Kevin Gates),1upQoQBckBvpwN4lewptFd,65,"['Rod Wave', 'Kevin Gates']",['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.694,0.652,5,0.296,-8.751,1,0.248,0.0,0.0293,0.759,87.966,192183,4
Soldier Life,5jmzBhG0eEgmP710zhhIyn,52,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.656,0.716,2,0.0597,-4.957,0,0.427,0.0,0.18,0.357,80.047,158198,3
Counted Steps,7o3MRDZbdL93Y07qcZsw4b,53,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.552,0.737,0,0.113,-6.359,1,0.431,0.0,0.0786,0.799,113.254,173270,5
Titanic (feat. Kevin Gates),2fAm4gx8OBwRIAJczNmm29,53,"['Rod Wave', 'Kevin Gates']",['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.781,0.361,4,0.129,-11.89,0,0.342,0.0,0.12,0.178,142.045,231602,4
Extra,7KZ18u1MchB11PijtIVK3c,50,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.694,0.463,7,0.333,-13.911,0,0.0588,0.0,0.0752,0.502,146.024,144720,4
Abandoned,5KJR1EJ18CTc7HYenhIpIE,60,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.715,0.517,4,0.107,-13.556,1,0.471,0.0,0.0756,0.677,149.949,246465,4
Chip On My Shoulder,73w0vUAcS6BWZjUd0Ke3Iu,62,['Rod Wave'],['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.668,0.365,2,0.509,-9.465,1,0.887,0.0,0.0763,0.623,71.066,111752,4
Heart On Ice (feat. Lil Durk) - Remix,1h05iubiV1neL2opqMFFhV,56,"['Rod Wave', 'Lil Durk']",['45TgXXqMDdF8BkjA83OM7z'],['florida rap'],[81],True,[2761972],Ghetto Gospel,1ft5RivOWEdZT3nfqThV7K,0.733,0.368,10,0.24,-11.265,0,0.164,0.0,0.139,0.302,79.118,195190,1
Dancing Queen,2ATDkfqprlNNe9mYWodgdc,64,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.512,0.93,9,0.0508,-4.344,1,0.168,0.00119,0.561,0.677,100.542,231093,4
"Knowing Me, Knowing You",4VR8erwUal5AIAhX4aBkhv,62,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.511,0.821,2,0.0339,-5.098,1,0.019,5.82e-06,0.218,0.85,107.107,241813,4
Take A Chance On Me,7x93eCAiJQF7DUt979fj3p,58,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.645,0.782,11,0.027,-5.414,1,0.0321,0.0,0.492,0.79,106.686,246813,4
Mamma Mia,6ZGR4XGx4tiVyPoWSGgiFq,58,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.73,0.803,2,0.0315,-5.31,1,0.436,0.00022,0.362,0.829,137.572,210960,4
Lay All Your Love On Me,2245x0g1ft0HC7sf79zbYN,69,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.695,0.701,0,0.0281,-6.435,1,0.0187,0.0464,0.251,0.58,133.0,272507,4
Super Trouper,36PNa2n55qLfQd7KLXyeoy,57,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.723,0.724,0,0.0304,-6.378,1,0.294,0.0,0.121,0.927,117.99,251787,4
I Have A Dream,5Ywni2cDKsHSKbburrGFgL,55,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.53,0.477,10,0.0244,-8.954,1,0.534,0.0,0.193,0.446,104.136,283533,4
The Winner Takes It All,3cyAoKvbHmoOjp0Ww8mlB1,57,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.429,0.789,6,0.0352,-6.447,1,0.223,0.00543,0.0474,0.457,125.616,295280,4
"Money, Money, Money",29FNeqjOV2kPWGS55qhtGB,65,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.756,0.741,9,0.0364,-6.426,0,0.43,0.00113,0.0807,0.691,120.445,186787,4
SOS,5pMmWfuL0FTGshYt7HVJ8P,66,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.393,0.719,5,0.0279,-4.773,1,0.0629,0.00432,0.219,0.497,124.353,201360,4
Chiquitita,2v9dMIXI3aEzwv56Gd89yf,57,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.503,0.629,9,0.0314,-6.308,1,0.674,2.06e-06,0.263,0.32,84.119,325907,4
Fernando,5Ovo27BHKAcGATt5hOzJ4T,54,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.344,0.607,9,0.0302,-7.214,1,0.442,0.0,0.0963,0.411,110.108,252760,4
Voulez-Vous,4XRGWn5xVdYVdSzgyQjVkC,54,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.682,0.862,11,0.0435,-4.799,0,0.16,0.000415,0.155,0.897,126.393,306787,4
Gimme! Gimme! Gimme! (A Man After Midnight),1DSfSCGnvhEP8XA2oKkcCq,63,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.706,0.655,2,0.0281,-5.987,0,0.0288,0.00408,0.32,0.694,119.376,289160,4
Does Your Mother Know,45EaIq9lKyoQxxTjFkiGbl,62,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.703,0.824,7,0.0364,-5.17,1,0.0504,9.19e-05,0.097,0.971,135.24,193560,4
One Of Us,6GeOCPVk9CsmwqONWpAqMm,52,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.621,0.643,7,0.0388,-6.806,1,0.584,6.97e-05,0.0734,0.865,82.186,234573,4
The Name Of The Game,1XgCkYbSfqNBIWTppsMsMv,51,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.621,0.646,9,0.0285,-7.059,1,0.274,8.28e-05,0.0464,0.66,76.736,292453,4
Thank You For The Music,4LVfj3d4HMP14K5fgzxeCS,52,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.288,0.509,4,0.0413,-6.639,1,0.439,0.0,0.113,0.401,200.307,228613,4
Waterloo,5n3ZomaSndQ5v9eYUrFFI1,54,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],"['europop', 'swedish pop']",[83],False,[7308514],ABBA Gold,2cKZfaz7GiGtZEeQNj1RyR,0.409,0.946,2,0.0548,-2.878,1,0.235,3.58e-05,0.353,0.709,147.114,165800,4
