track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sand In My Boots,4qeMbs55QlONyrE9YBMA93,42,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.354,0.54,3,0.0323,-6.625,1,0.587,0.0,0.112,0.416,69.97,202133,4
Wasted On You,4xv9BDq764NSKG3geku9X2,42,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.505,0.658,11,0.0318,-5.24,0,0.371,0.00136,0.121,0.255,196.002,178520,3
Somebody’s Problem,7cWMnSxmQfKFsIIoRWifbb,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.658,0.539,5,0.0289,-7.674,1,0.665,0.0,0.123,0.622,136.959,161773,4
More Surprised Than Me,6Mn2GFiNNadK0G2ZXRK1fd,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.488,0.748,6,0.0297,-6.049,1,0.244,0.0,0.124,0.431,84.938,157440,4
865,3lb2f27695Iuyd82khwU9k,38,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.454,0.586,8,0.0253,-5.254,1,0.729,0.0,0.101,0.366,87.891,190680,4
Warning,6o6jHTdTaqQilpLLY1q8AG,37,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.633,0.663,10,0.0294,-5.049,1,0.463,0.0,0.108,0.253,115.052,156747,4
Neon Eyes,5WP1LPI7kLIQqEVEZKhnoo,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.847,11,0.0285,-5.232,0,0.0102,3.99e-05,0.158,0.652,126.01,226147,4
Outlaw (feat. Ben Burgess),6Vfl4qLFPMY73whXRef8Mk,34,"['Morgan Wallen', 'Ben Burgess']",['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.506,0.633,7,0.0275,-5.755,1,0.583,0.0,0.121,0.244,85.05,229747,4
Whiskey’d My Way,4kPLqNab6ZMGxbzsg423iX,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.449,0.518,2,0.0271,-6.37,1,0.599,0.00249,0.0984,0.314,185.879,180787,3
Wonderin’ Bout The Wind,7fgKAJlw9WNLoBORPAwBoB,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.481,0.714,6,0.0335,-5.624,1,0.25,0.0,0.133,0.384,90.984,182227,4
Your Bartender,2JsDkPZtdgs21JWfKIkIeH,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.774,4,0.0281,-5.236,1,0.247,6.66e-05,0.15,0.442,139.963,185093,4
Only Thing That’s Gone (feat. Chris Stapleton),7MVGhr6Gfg0Wx959PN2LxL,35,"['Morgan Wallen', 'Chris Stapleton']",['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.503,0.799,2,0.0314,-4.593,1,0.112,3.56e-05,0.296,0.464,150.07,196707,4
Cover Me Up,5jKqR3BfRMAUnE7gAIq1Fh,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.531,0.438,2,0.0271,-8.099,1,0.231,7.53e-06,0.107,0.223,127.915,293707,3
7 Summers,23V03OIpI0BpblCZredJGe,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.467,0.793,0,0.0329,-5.125,1,0.411,5.87e-05,0.125,0.574,203.926,210507,4
More Than My Hometown,65mMCEOu5Ll1DBAfEUmerU,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.868,6,0.046,-5.478,1,0.617,0.0,0.131,0.594,126.01,216573,4
Still Goin Down,1d0rJOxrY9cpoAVgzyYLot,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.58,0.753,7,0.0267,-5.08,1,0.488,0.0,0.277,0.718,148.122,186293,4
"Rednecks, Red Letters, Red Dirt",23ADTEcy2rB090bYiZRsCP,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.75,6,0.0249,-4.301,1,0.166,1.8e-06,0.122,0.63,140.044,185133,4
Dangerous,0R8ShcBTOvXjKCsp0Mu0Hx,40,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.636,0.779,7,0.0273,-4.794,1,0.207,0.0,0.273,0.956,119.015,147893,4
Beer Don’t,35mh8VlZaeXTF4YOiwmfQm,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.588,0.853,6,0.0344,-4.703,1,0.0686,3.55e-06,0.165,0.738,140.011,196080,4
Blame It On Me,6RQ7qWUDHNBOtwYiAvROyG,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.626,0.836,7,0.0466,-4.59,1,0.532,0.0,0.319,0.816,93.023,162667,4
Somethin’ Country,4sxbpptdBeUeLAsivMsxRF,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.942,2,0.039,-4.441,1,0.171,0.0,0.291,0.742,146.024,172627,4
This Bar,3xVgsoAHGXbJdpZKM5hSjR,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.883,2,0.0721,-5.303,1,0.0954,0.000362,0.0463,0.227,110.01,185280,4
Country A$$ Shit,2eS7tfh50SWkUIvTfHF6Ou,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.625,0.93,10,0.0366,-3.914,1,0.00935,0.0,0.283,0.918,138.032,186187,4
Whatcha Think Of Country Now,4vfJZdFvsZIIUAq0I9ZyWj,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.523,0.966,9,0.0355,-4.356,1,0.0226,0.0,0.322,0.885,145.018,182427,4
Me On Whiskey,1s63OmQvZd9NwDGqJm3xys,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.569,0.654,11,0.0263,-4.569,1,0.448,0.0,0.0777,0.707,142.038,210373,4
Need A Boat,1Ss4DpG1o7H1oN6cm0tdQo,29,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.54,0.897,9,0.0333,-6.285,1,0.0998,0.0,0.267,0.963,160.027,185867,4
Silverado For Sale,7cFqCpT1CuXtqSdaXkUpII,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.59,0.777,0,0.0298,-5.948,1,0.163,0.0,0.104,0.384,137.955,224920,4
Heartless - Wallen Album Mix,1BPtNPQPRBeiMM2TkhBp1N,31,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.597,0.623,11,0.0317,-4.689,1,0.708,0.0,0.179,0.422,111.082,169613,4
Livin’ The Dream,0mrc2UHAEY4lt11YfqFJE6,31,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.765,7,0.0268,-5.912,0,0.578,0.00915,0.228,0.437,127.044,239120,4
Quittin’ Time,2avJHC5Txz2tmL39rr5yjv,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[86],False,[2789002],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.409,0.626,5,0.0352,-8.492,1,0.464,1.9e-06,0.186,0.448,83.904,224547,4
brutal,6SRsiMl7w1USE4mFqrOhHC,85,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.672,0.526,4,0.0599,-6.446,1,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
traitor,5CZ40GBx1sQ9agT82CLQCT,92,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.38,0.339,3,0.0338,-7.885,1,0.691,0.0,0.12,0.0849,100.607,229227,4
drivers license,5wANPM4fQCJwkGd4rN57mH,92,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.561,0.431,10,0.0578,-8.81,1,0.768,1.42e-05,0.106,0.137,143.875,242013,4
"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,81,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.473,0.203,2,0.102,-12.627,1,0.941,0.0,0.126,0.419,168.884,163587,4
deja vu,6HU7h9RYOaPRFeh0R3UeAr,90,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.442,0.612,2,0.112,-7.222,1,0.584,5.7e-06,0.37,0.178,180.917,215507,4
good 4 u,4ZtFanR9U6ndgddUvNcjcG,95,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.563,0.664,9,0.154,-5.044,1,0.335,0.0,0.0849,0.688,166.928,178147,4
enough for you,2TOzTqQXNmR2zDJXihjZ2e,82,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.638,0.259,7,0.0898,-10.706,1,0.753,0.0,0.219,0.269,88.485,202827,4
happier,2tGvwE8GcFKwNdAXMnlbfl,88,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.395,0.443,6,0.133,-9.72,1,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,86,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.695,0.575,10,0.116,-6.334,0,0.198,0.0,0.0614,0.699,163.929,173160,4
favorite crime,5JCoSi02qi3jJeHdZXMmR8,87,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.369,0.272,9,0.0364,-10.497,1,0.866,0.0,0.147,0.218,172.929,152667,4
hope ur ok,1zejeOnykpCoyVSit6Bwp3,80,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.443,0.298,0,0.0644,-12.181,1,0.388,1e-05,0.103,0.172,77.253,209560,4
Bad Bitch From Tokyo (Intro),4OGIeHtYhRTJ8iW21UUyZW,59,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.645,0.64,10,0.179,-6.871,0,0.395,1.04e-05,0.286,0.674,140.248,48000,4
Aim For The Moon (feat. Quavo),6O7fPYTsb2mY0PiFt2ymDB,67,"['Pop Smoke', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.713,0.605,11,0.107,-7.487,1,0.497,3.46e-06,0.115,0.432,142.025,175756,4
For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,85,"['Pop Smoke', 'Lil Baby', 'DaBaby']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.823,0.586,6,0.2,-6.606,0,0.114,0.0,0.193,0.347,125.971,190476,4
44 BullDog,7sjFIZ1g5QLJLGja3k592K,67,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.8,0.564,8,0.4,-5.817,1,0.0287,1.65e-06,0.112,0.318,139.989,150857,4
Gangstas,1hg3RlqFZXJb5YgRoK9qmF,72,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.548,0.506,4,0.102,-7.434,0,0.203,0.0001,0.0788,0.557,119.987,160000,5
Yea Yea,0bjgQ24UZGwKikldIyEOgf,63,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.717,0.474,5,0.403,-8.383,0,0.0509,0.0,0.139,0.448,123.906,185804,4
Creature (feat. Swae Lee),3eV2WT9YhfzkxbufnBF8wK,64,"['Pop Smoke', 'Swae Lee']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.794,0.717,7,0.251,-5.73,1,0.0511,0.0,0.195,0.372,141.881,202816,4
Snitching (feat. Quavo & Future),2FhEj9lvEIaJihjFprRrGt,59,"['Pop Smoke', 'Quavo', 'Future']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.944,0.579,8,0.191,-4.961,1,0.0381,0.0,0.253,0.769,135.033,259346,4
Make It Rain (feat. Rowdy Rebel),71d7LaAgPcNcUopu3OzmP7,62,"['Pop Smoke', 'Rowdy Rebel']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.5,0.767,1,0.403,-4.105,1,0.162,9.79e-05,0.385,0.58,159.477,202443,4
The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,79,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.49,0.618,1,0.104,-5.655,1,0.0221,3.77e-06,0.259,0.286,99.7,201600,4
West Coast Shit (feat. Tyga & Quavo),1JDhNQ0oOT7XpclZn3aQ8F,61,"['Pop Smoke', 'Tyga', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.831,0.762,11,0.207,-5.656,0,0.0885,0.0,0.107,0.495,99.999,192000,4
Enjoy Yourself (feat. Karol G),3NWrHCwvyII4fTx05PN3IO,71,"['Pop Smoke', 'KAROL G']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.764,0.676,11,0.0927,-6.761,0,0.389,0.0,0.215,0.461,97.02,197938,4
Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,82,"['Pop Smoke', 'Lil Tjay']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.48,0.602,10,0.368,-6.335,0,0.487,0.0,0.0848,0.269,179.798,213333,4
Something Special,5kkaSMcf4BFlhRRICCKZb6,73,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.739,0.616,7,0.0338,-6.963,0,0.252,1.93e-06,0.101,0.654,91.071,158466,4
What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,85,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.709,0.548,10,0.353,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4
Diana (feat. King Combs),4Tc9PHEoeP17PQj3OOKXPu,59,"['Pop Smoke', 'King Combs']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.794,0.792,7,0.186,-6.889,1,0.22,0.0,0.0998,0.546,126.994,188976,4
Got It On Me,25zlnOAzbVoOzIeXSvQFf1,79,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.688,0.647,2,0.19,-7.258,1,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
Tunnel Vision (Outro),2SxR5RitJdsG6wINvJLBSD,59,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.718,0.66,2,0.325,-7.39,1,0.363,0.0,0.159,0.659,142.879,132587,4
Dior - Bonus,6PnTgx9lyvLGIcPnroCvc2,61,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8935893],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.676,0.746,7,0.344,-7.837,1,0.0893,0.00157,0.412,0.675,142.035,216244,4
willow,0lx2cLdOt3piJbcaXIV74f,82,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.392,0.574,7,0.17,-9.195,1,0.833,0.00179,0.145,0.529,81.112,214707,4
champagne problems,0sY6ZUTh4yoctD8VIXz339,80,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.462,0.24,0,0.0377,-12.077,1,0.92,0.0,0.113,0.32,171.319,244000,4
gold rush,5BK0uqwY9DNfZ630STAEaq,73,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.512,0.462,9,0.0408,-10.491,1,0.83,0.166,0.121,0.353,112.05,185320,4
‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,70,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.575,0.434,5,0.0312,-8.193,1,0.735,6.59e-05,0.105,0.348,145.916,229840,4
tolerate it,0PurA4JVJ8YQgSVopY8fn6,71,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.316,0.361,9,0.0488,-10.381,1,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,71,"['Taylor Swift', 'HAIM']",['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.546,0.613,7,0.0264,-7.589,0,0.418,0.0,0.103,0.535,79.015,215627,4
happiness,73YUReisjb3A9ActdLLjJQ,69,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.559,0.334,11,0.0376,-10.733,1,0.87,0.0,0.114,0.211,122.079,315147,4
dorothea,670fUmXf4KQekzbEgaXyPA,66,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.605,0.488,4,0.0264,-8.322,1,0.696,0.0,0.129,0.354,119.966,225880,4
coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,67,"['Taylor Swift', 'The National']",['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.537,0.537,8,0.0617,-11.266,1,0.819,0.000904,0.142,0.292,107.895,275320,4
ivy,19CSr8rwW05VJL2F91KFNK,70,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.515,0.545,2,0.0353,-9.277,1,0.855,1.97e-05,0.0921,0.535,88.856,260440,4
cowboy like me,1XjHRolIXL2M1EEOUsGGR4,68,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],True,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.604,0.517,0,0.0347,-9.014,1,0.768,0.000155,0.123,0.511,127.967,275040,4
long story short,2o2sgVJIgFXk8GQjWTgI6U,68,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.546,0.73,0,0.0417,-7.704,1,0.66,0.179,0.0972,0.573,157.895,215920,4
marjorie,12ntTeqEeTg7GAVpe8Mhpl,66,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.535,0.561,5,0.0484,-11.609,1,0.876,0.000136,0.115,0.287,96.103,257773,4
closure,35rdVq36LMHQX0Suw9a6tK,64,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.689,0.704,9,0.245,-10.813,1,0.835,4.83e-06,0.134,0.92,151.884,180653,5
evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,69,"['Taylor Swift', 'Bon Iver']",['06HL4z0CvFAxyc27GXpf02'],['pop'],[98],False,[48097228],evermore,2Xoteh7uEpea4TohMxjtaq,0.39,0.27,1,0.0308,-10.673,1,0.937,0.00227,0.111,0.32,125.177,304107,5
Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,81,['Drake'],['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.423,0.667,6,0.326,-7.012,0,0.758,0.0,0.246,0.496,86.743,336511,4
Papi’s Home,6jy9yJfgCsMHdu2Oz4BGKX,76,['Drake'],['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.701,0.741,2,0.313,-6.157,1,0.112,0.0,0.699,0.588,140.177,178623,4
Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3,85,"['Drake', 'Lil Baby']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.767,0.438,7,0.29,-8.726,0,0.181,0.0,0.142,0.381,86.975,221980,4
In The Bible (with Lil Durk & Giveon),61S79KIVA4I9FXbnsylEHT,79,"['Drake', 'Lil Durk', 'Giveon']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.686,0.385,7,0.297,-8.35,0,0.614,0.0,0.131,0.147,143.07,296568,4
Love All (with JAY-Z),4VCbgIdr8ptegWeJpqLVHH,76,"['Drake', 'JAY-Z']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.73,0.576,2,0.287,-5.442,1,0.354,3.59e-05,0.15,0.155,92.131,228461,4
Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,88,"['Drake', 'Travis Scott']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.666,0.465,1,0.26,-8.545,1,0.0503,0.0,0.215,0.292,167.937,291175,4
