"Track","Popularity","Artists","Genre","Artist_Pop","Explicit","Artists_Followers","Album","danceability","energy","key","loudness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Genre2","Misc","Rock","Pop","Hip-hop","Edm","Reggaeton","Indie","Christian","Country","Soul","Metal","Jazz","Folk","Latin","Funk","Easy_listening","R&B","Reggae","Show_tunes","Main_ArtistPop","Main_ArtistFollowers","Followers_combined"
"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)",81,"['Tyler, The Creator', 'YoungBoy Never Broke Again', 'Ty Dolla $ign']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.493,0.653,0,-5.666,0.269,0,0.511,0.852,142.347,121573,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"LUMBERJACK",72,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.386,0.762,9,-6.341,0.122,0,0.527,0.433,170.691,138312,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"HOT WIND BLOWS (feat. Lil Wayne)",73,"['Tyler, The Creator', 'Lil Wayne']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.371,0.75,7,-5.382,0.601,0,0.482,0.729,173.456,155293,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"MASSA",70,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.685,0.855,1,-6.724,0.329,8.9e-05,0.301,0.46,157.181,223719,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"RUNITUP (feat. Teezo Touchdown)",70,"['Tyler, The Creator', 'Teezo Touchdown']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.665,0.469,10,-7.778,0.565,0.000317,0.219,0.142,115.852,229565,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"MANIFESTO (feat. Domo Genesis)",67,"['Tyler, The Creator', 'Domo Genesis']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.454,0.866,2,-5.348,0.121,0.0067,0.167,0.518,92.463,175123,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",77,"['Tyler, The Creator', 'Brent Faiyaz', 'Fana Hues']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.468,0.652,0,-4.912,0.333,0.000318,0.55,0.39,140.223,588139,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"MOMMA TALK",61,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.488,0.59,0,-6.319,0.696,0,0.661,0.498,96.446,70927,5,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"RISE! (feat. DAISY WORLD)",68,"['Tyler, The Creator', 'DAISY WORLD']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.766,0.814,2,-3.367,0.044,1.08e-05,0.195,0.481,108.07,203588,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"BLESSED",63,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.336,0.613,8,-7.869,0.389,9.99e-05,0.765,0.741,40.319,57667,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)",76,"['Tyler, The Creator', 'Lil Uzi Vert', 'Pharrell Williams']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.827,0.571,11,-7.949,0.0195,0,0.166,0.62,142.034,146419,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"WILSHIRE",69,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.555,0.712,1,-7.446,0.0451,5.14e-06,0.182,0.555,78.958,515865,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"SAFARI",66,"['Tyler, The Creator']","['hip hop', 'rap']","[88]",TRUE,"[7653566]","CALL ME IF YOU GET LOST",0.471,0.71,1,-6.462,0.0618,1.7e-06,0.338,0.599,80.453,177743,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,7653566,7653566
"Atta Boy",41,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.582,0.788,11,-8.419,0.0852,1.95e-05,0.0821,0.413,93.02,182720,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"One Of Them Girls",69,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.643,0.79,4,-6.079,0.29,0,0.107,0.808,95.981,188893,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"More Beer",44,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.537,0.802,6,-6.88,0.0239,0,0.176,0.776,152.097,154387,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Memory I Don't Mess With",66,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.617,0.704,6,-7.61,0.171,0,0.0924,0.57,91.541,180617,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Save The Roses",56,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.522,0.634,0,-8.133,0.111,0,0.105,0.388,142.058,201440,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Good Ol' Boys",37,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.603,0.834,7,-7.12,0.0594,0,0.135,0.618,117.988,186187,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Don't Need No Reason",48,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.575,0.656,7,-6.607,0.136,0,0.117,0.59,121.052,192173,3,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Do Not Disturb",38,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.634,0.598,7,-8.281,0.47,1.05e-06,0.105,0.653,98.014,209893,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Soul",63,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.789,0.642,11,-8.304,0.357,0,0.0985,0.755,121.003,167680,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Sons And Daughters",35,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.534,0.794,11,-7.632,0.0435,0,0.36,0.675,90.025,185960,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Country Knows",38,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.432,0.571,5,-7.643,0.409,0,0.134,0.628,92.169,216507,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Lies",41,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.396,0.388,2,-9.546,0.841,0,0.109,0.339,142.24,209000,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"If You",38,"['Lee Brice']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.668,0.758,2,-5.934,0.184,0,0.281,0.978,118.018,133133,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"I Hope You're Happy Now",37,"['Lee Brice', 'Carly Pearce']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.592,0.759,10,-5.787,0.141,6.1e-06,0.138,0.338,118.02,199813,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Hey World",38,"['Lee Brice', 'Blessing Offor']","['contemporary country', 'country', 'country road', 'modern country rock']","[74]",FALSE,"[1646471]","Hey World",0.475,0.401,7,-10.396,0.47,0,0.218,0.264,144.088,197813,4,"['Country', 'Country', 'Country', 'Rock']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1646471,1646471
"Intro : Persona",47,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.486,0.871,9,-4.475,0.0278,0,0.313,0.659,85.411,171023,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Boy With Luv (Feat. Halsey)",51,"['BTS', 'Halsey']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.645,0.862,11,-4.761,0.0933,0,0.193,0.803,119.947,229773,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Make It Right",50,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.639,0.706,7,-7.874,0.0104,0,0.132,0.259,105.782,226321,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Jamais Vu",48,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.608,0.47,8,-6.73,0.226,0,0.0963,0.241,81,227275,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Dionysus",50,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.502,0.91,7,-2.769,0.04,0,0.319,0.588,176.084,249215,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Interlude : Shadow",65,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.384,0.798,9,-6.439,0.115,0,0.181,0.146,149.854,259821,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Black Swan",73,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.719,0.757,2,-5.167,0.137,0,0.129,0.489,147.024,198261,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Filter",76,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.779,0.762,10,-5.188,0.0224,0,0.121,0.859,110.043,180221,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"My Time",72,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.674,0.641,0,-5.139,0.149,0,0.0925,0.664,99.91,234458,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Louder than bombs",68,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.643,0.667,0,-6.947,0.0432,0,0.0904,0.478,145.999,217404,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"ON",73,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.583,0.817,9,-5.146,0.118,0,0.338,0.437,105.935,246381,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"UGH!",68,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.72,0.824,10,-5.086,0.0394,0,0.0509,0.333,165.996,225012,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"00:00 (Zero O’Clock)",70,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.56,0.547,1,-6.456,0.0806,0,0.11,0.199,157.962,250296,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Inner Child",71,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.589,0.696,11,-7.981,0.017,0,0.0808,0.33,134.953,233266,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Friends",70,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.55,0.747,1,-5.211,0.0668,0,0.0536,0.649,79.979,199339,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Moon",69,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.704,0.646,6,-6.658,0.0104,0,0.191,0.64,141.87,208590,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Respect",63,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.661,0.838,0,-4.806,0.00491,0,0.287,0.526,91.463,237540,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"We are Bulletproof : the Eternal",70,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.522,0.574,9,-5.225,0.224,0,0.108,0.176,84.044,261543,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Outro : Ego",65,"['BTS']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.808,0.903,0,-3.106,0.0121,0.000248,0.0993,0.473,116.988,196199,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"ON (Feat. Sia)",61,"['BTS', 'Sia']","['k-pop', 'k-pop boy group']","[97]",FALSE,"[43535091]","MAP OF THE SOUL : 7",0.591,0.848,9,-4.396,0.137,0,0.372,0.385,105.924,246816,4,"['Pop', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,43535091,43535091
"Next To Me",72,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.301,0.672,2,-4.497,0.28,3.1e-05,0.0609,0.384,169.497,230289,3,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"I Don’t Know Why",67,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.639,0.641,2,-7.423,0.0066,9.91e-06,0.185,0.0725,120.927,190120,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Whatever It Takes",83,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.672,0.655,10,-5.021,0.0362,0,0.117,0.556,134.945,201240,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Believer",90,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.776,0.78,10,-4.374,0.0622,0,0.081,0.666,124.949,204347,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Walking The Wire",71,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.54,0.761,4,-5.339,0.0163,0,0.0941,0.147,100.008,232907,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Rise Up",69,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.447,0.74,3,-6.607,0.0122,0.000228,0.0958,0.102,93.759,231720,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"I’ll Make It Up To You",65,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.328,0.674,7,-7.488,0.00767,0.0398,0.29,0.129,177.007,262600,3,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Yesterday",60,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.569,0.645,4,-6.169,0.253,0,0.413,0.54,156.031,205114,3,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Mouth Of The River",65,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.483,0.907,8,-7.015,0.00183,0.0509,0.152,0.296,96.014,221560,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Thunder",86,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.605,0.822,0,-4.833,0.00671,0.134,0.147,0.288,167.997,187147,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Start Over",59,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.698,0.928,1,-5.051,0.00551,1e-04,0.153,0.757,98.04,186080,3,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Dancing In The Dark",63,"['Imagine Dragons']","['modern rock', 'rock']","[92]",FALSE,"[37486645]","Evolve",0.688,0.31,9,-10.026,0.786,0.000974,0.102,0.624,134.005,233933,4,"['Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,37486645,37486645
"Welcome To The Jungle",42,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",TRUE,"[23004202]","Greatest Hits",0.44,0.98,8,-4.963,0.0258,0.462,0.279,0.324,123.412,271867,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Sweet Child O' Mine",43,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",TRUE,"[23004202]","Greatest Hits",0.436,0.947,6,-4.759,0.0876,0.073,0.113,0.637,125.132,355267,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Shadow Of Your Love",37,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.407,0.994,10,-6.228,0.000181,0.0914,0.337,0.371,112.036,185573,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Patience",43,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",TRUE,"[23004202]","Greatest Hits",0.456,0.264,6,-14.52,0.722,0.000129,0.108,0.362,120.407,356093,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Paradise City",41,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",TRUE,"[23004202]","Greatest Hits",0.275,0.978,11,-5.579,0.0186,0.0128,0.117,0.449,100.523,406200,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Knockin' On Heaven's Door",41,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.491,0.781,6,-6.288,0.0181,0.00886,0.0941,0.372,132.298,336147,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Civil War",40,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.343,0.818,10,-7.826,0.0906,0.0529,0.359,0.335,141.003,460493,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"You Could Be Mine",39,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.336,0.989,10,-4.814,0.00748,0.555,0.177,0.311,151.031,343667,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Don't Cry (Original)",42,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.453,0.618,11,-7.63,0.00187,0.00232,0.102,0.198,124.641,284093,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"November Rain",45,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.243,0.662,11,-8.305,0.0184,0.317,0.105,0.216,83.904,536960,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Live And Let Die",37,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.28,0.805,11,-7.693,0.0115,0.0962,0.113,0.281,152.761,182213,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Yesterdays",36,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.359,0.874,6,-6.713,0.052,0.00531,0.279,0.438,171.852,194493,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Ain't It Fun",37,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.325,0.932,10,-6.297,0.000108,0.236,0.335,0.426,118.801,306560,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Since I Don't Have You",38,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.256,0.579,6,-8.146,0.489,0.000226,0.117,0.254,70.968,259267,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Sympathy For The Devil",58,"[""Guns N' Roses""]","['glam metal', 'hard rock', 'rock']","[82]",FALSE,"[23004202]","Greatest Hits",0.31,0.945,8,-6.713,0.0173,0.0074,0.211,0.242,108.437,455560,4,"['Metal', 'Rock', 'Rock']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,23004202,23004202
"Lost Files",61,"['Polo G']","['chicago rap']","[92]",TRUE,"[6276458]","Die A Legend",0.809,0.723,1,-6.145,0.335,0,0.144,0.397,145.067,120907,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6276458,6276458
"Dyin Breed",67,"['Polo G']","['chicago rap']","[92]",TRUE,"[6276458]","Die A Legend",0.77,0.599,2,-8.663,0.0131,0,0.0711,0.427,159.966,179773,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6276458,6276458
"Through Da Storm",79,"['Polo G']","['chicago rap']","[92]",TRUE,"[6276458]","Die A Legend",0.71,0.49,1,-9.832,0.128,0,0.0942,0.621,74.351,195587,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6276458,6276458
"Effortless",63,"['Polo G']","['chicago rap']","[92]",TRUE,"[6276458]","Die A Legend",0.792,0.445,10,-7.871,0.00256,0,0.108,0.399,157.153,171467,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6276458,6276458
