"Track","Popularity","Artists","Genre","Artist_Pop","Explicit","Artists_Followers","Album","danceability","energy","key","loudness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Genre2","Misc","Rock","Pop","Hip-hop","Edm","Reggaeton","Indie","Christian","Country","Soul","Metal","Jazz","Folk","Latin","Funk","Easy_listening","R&B","Reggae","Show_tunes","Main_ArtistPop","Main_ArtistFollowers","Followers_combined"
"Sand In My Boots",42,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.354,0.54,3,-6.625,0.587,0,0.112,0.416,69.97,202133,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Wasted On You",43,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.505,0.658,11,-5.24,0.371,0.00136,0.121,0.255,196.002,178520,3,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Somebody’s Problem",36,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.658,0.539,5,-7.674,0.665,0,0.123,0.622,136.959,161773,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"More Surprised Than Me",36,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.488,0.748,6,-6.049,0.244,0,0.124,0.431,84.938,157440,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"865",39,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.454,0.586,8,-5.254,0.729,0,0.101,0.366,87.891,190680,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Warning",38,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.633,0.663,10,-5.049,0.463,0,0.108,0.253,115.052,156747,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Neon Eyes",37,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.592,0.847,11,-5.232,0.0102,3.99e-05,0.158,0.652,126.01,226147,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Outlaw (feat. Ben Burgess)",35,"['Morgan Wallen', 'Ben Burgess']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.506,0.633,7,-5.755,0.583,0,0.121,0.244,85.05,229747,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Whiskey’d My Way",37,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.449,0.518,2,-6.37,0.599,0.00249,0.0984,0.314,185.879,180787,3,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Wonderin’ Bout The Wind",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.481,0.714,6,-5.624,0.25,0,0.133,0.384,90.984,182227,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Your Bartender",36,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.554,0.774,4,-5.236,0.247,6.66e-05,0.15,0.442,139.963,185093,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Only Thing That’s Gone (feat. Chris Stapleton)",36,"['Morgan Wallen', 'Chris Stapleton']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.503,0.799,2,-4.593,0.112,3.56e-05,0.296,0.464,150.07,196707,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Cover Me Up",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.531,0.438,2,-8.099,0.231,7.53e-06,0.107,0.223,127.915,293707,3,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"7 Summers",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.467,0.793,0,-5.125,0.411,5.87e-05,0.125,0.574,203.926,210507,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"More Than My Hometown",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.621,0.868,6,-5.478,0.617,0,0.131,0.594,126.01,216573,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Still Goin Down",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.58,0.753,7,-5.08,0.488,0,0.277,0.718,148.122,186293,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Rednecks, Red Letters, Red Dirt",34,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.554,0.75,6,-4.301,0.166,1.8e-06,0.122,0.63,140.044,185133,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Dangerous",41,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.636,0.779,7,-4.794,0.207,0,0.273,0.956,119.015,147893,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Beer Don’t",33,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.588,0.853,6,-4.703,0.0686,3.55e-06,0.165,0.738,140.011,196080,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Blame It On Me",33,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.626,0.836,7,-4.59,0.532,0,0.319,0.816,93.023,162667,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Somethin’ Country",33,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.592,0.942,2,-4.441,0.171,0,0.291,0.742,146.024,172627,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"This Bar",33,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.554,0.883,2,-5.303,0.0954,0.000362,0.0463,0.227,110.01,185280,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Country A$$ Shit",30,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.625,0.93,10,-3.914,0.00935,0,0.283,0.918,138.032,186187,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Whatcha Think Of Country Now",31,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.523,0.966,9,-4.356,0.0226,0,0.322,0.885,145.018,182427,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Me On Whiskey",36,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.569,0.654,11,-4.569,0.448,0,0.0777,0.707,142.038,210373,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Need A Boat",30,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.54,0.897,9,-6.285,0.0998,0,0.267,0.963,160.027,185867,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Silverado For Sale",36,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.59,0.777,0,-5.948,0.163,0,0.104,0.384,137.955,224920,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Heartless - Wallen Album Mix",32,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.597,0.623,11,-4.689,0.708,0,0.179,0.422,111.082,169613,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Livin’ The Dream",32,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.621,0.765,7,-5.912,0.578,0.00915,0.228,0.437,127.044,239120,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"Quittin’ Time",35,"['Morgan Wallen']","['contemporary country']","[87]",FALSE,"[2705213]","Dangerous: The Double Album",0.409,0.626,5,-8.492,0.464,1.9e-06,0.186,0.448,83.904,224547,4,"['Country']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,2705213,2705213
"brutal",85,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.672,0.526,4,-6.446,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"traitor",93,"['Olivia Rodrigo']","['pop']","[92]",FALSE,"[12088661]","SOUR",0.38,0.339,3,-7.885,0.691,0,0.12,0.0849,100.607,229227,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"drivers license",93,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.561,0.431,10,-8.81,0.768,1.42e-05,0.106,0.137,143.875,242013,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"1 step forward, 3 steps back",82,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.473,0.203,2,-12.627,0.941,0,0.126,0.419,168.884,163587,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"deja vu",90,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.442,0.612,2,-7.222,0.584,5.7e-06,0.37,0.178,180.917,215507,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"good 4 u",96,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.563,0.664,9,-5.044,0.335,0,0.0849,0.688,166.928,178147,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"enough for you",83,"['Olivia Rodrigo']","['pop']","[92]",FALSE,"[12088661]","SOUR",0.638,0.259,7,-10.706,0.753,0,0.219,0.269,88.485,202827,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"happier",89,"['Olivia Rodrigo']","['pop']","[92]",TRUE,"[12088661]","SOUR",0.395,0.443,6,-9.72,0.765,9.67e-06,0.0839,0.338,168.924,175933,3,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"jealousy, jealousy",87,"['Olivia Rodrigo']","['pop']","[92]",FALSE,"[12088661]","SOUR",0.695,0.575,10,-6.334,0.198,0,0.0614,0.699,163.929,173160,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"favorite crime",88,"['Olivia Rodrigo']","['pop']","[92]",FALSE,"[12088661]","SOUR",0.369,0.272,9,-10.497,0.866,0,0.147,0.218,172.929,152667,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"hope ur ok",80,"['Olivia Rodrigo']","['pop']","[92]",FALSE,"[12088661]","SOUR",0.443,0.298,0,-12.181,0.388,1e-05,0.103,0.172,77.253,209560,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12088661,12088661
"Bad Bitch From Tokyo (Intro)",59,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.645,0.64,10,-6.871,0.395,1.04e-05,0.286,0.674,140.248,48000,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Aim For The Moon (feat. Quavo)",67,"['Pop Smoke', 'Quavo']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.713,0.605,11,-7.487,0.497,3.46e-06,0.115,0.432,142.025,175756,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"For The Night (feat. Lil Baby & DaBaby)",85,"['Pop Smoke', 'Lil Baby', 'DaBaby']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.823,0.586,6,-6.606,0.114,0,0.193,0.347,125.971,190476,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"44 BullDog",67,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.8,0.564,8,-5.817,0.0287,1.65e-06,0.112,0.318,139.989,150857,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Gangstas",73,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.548,0.506,4,-7.434,0.203,1e-04,0.0788,0.557,119.987,160000,5,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Yea Yea",63,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.717,0.474,5,-8.383,0.0509,0,0.139,0.448,123.906,185804,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Creature (feat. Swae Lee)",64,"['Pop Smoke', 'Swae Lee']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.794,0.717,7,-5.73,0.0511,0,0.195,0.372,141.881,202816,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Snitching (feat. Quavo & Future)",60,"['Pop Smoke', 'Quavo', 'Future']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.944,0.579,8,-4.961,0.0381,0,0.253,0.769,135.033,259346,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Make It Rain (feat. Rowdy Rebel)",63,"['Pop Smoke', 'Rowdy Rebel']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.5,0.767,1,-4.105,0.162,9.79e-05,0.385,0.58,159.477,202443,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"The Woo (feat. 50 Cent & Roddy Ricch)",80,"['Pop Smoke', '50 Cent', 'Roddy Ricch']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.49,0.618,1,-5.655,0.0221,3.77e-06,0.259,0.286,99.7,201600,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"West Coast Shit (feat. Tyga & Quavo)",62,"['Pop Smoke', 'Tyga', 'Quavo']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.831,0.762,11,-5.656,0.0885,0,0.107,0.495,99.999,192000,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Enjoy Yourself (feat. Karol G)",72,"['Pop Smoke', 'KAROL G']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.764,0.676,11,-6.761,0.389,0,0.215,0.461,97.02,197938,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Mood Swings (feat. Lil Tjay)",83,"['Pop Smoke', 'Lil Tjay']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.48,0.602,10,-6.335,0.487,0,0.0848,0.269,179.798,213333,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Something Special",73,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.739,0.616,7,-6.963,0.252,1.93e-06,0.101,0.654,91.071,158466,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"What You Know Bout Love",86,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.709,0.548,10,-8.493,0.65,1.59e-06,0.133,0.543,83.995,160000,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Diana (feat. King Combs)",60,"['Pop Smoke', 'King Combs']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.794,0.792,7,-6.889,0.22,0,0.0998,0.546,126.994,188976,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Got It On Me",80,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.688,0.647,2,-7.258,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Tunnel Vision (Outro)",60,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.718,0.66,2,-7.39,0.363,0,0.159,0.659,142.879,132587,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"Dior - Bonus",62,"['Pop Smoke']","['brooklyn drill']","[89]",TRUE,"[8721767]","Shoot For The Stars Aim For The Moon",0.676,0.746,7,-7.837,0.0893,0.00157,0.412,0.675,142.035,216244,4,"['Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8721767,8721767
"willow",82,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.392,0.574,7,-9.195,0.833,0.00179,0.145,0.529,81.112,214707,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"champagne problems",81,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.462,0.24,0,-12.077,0.92,0,0.113,0.32,171.319,244000,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"gold rush",74,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.512,0.462,9,-10.491,0.83,0.166,0.121,0.353,112.05,185320,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"‘tis the damn season",71,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.575,0.434,5,-8.193,0.735,6.59e-05,0.105,0.348,145.916,229840,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"tolerate it",71,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.316,0.361,9,-10.381,0.878,2.67e-05,0.0797,0.221,74.952,245440,5,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"no body, no crime (feat. HAIM)",72,"['Taylor Swift', 'HAIM']","['pop']","[100]",FALSE,"[47362363]","evermore",0.546,0.613,7,-7.589,0.418,0,0.103,0.535,79.015,215627,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"happiness",69,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.559,0.334,11,-10.733,0.87,0,0.114,0.211,122.079,315147,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"dorothea",67,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.605,0.488,4,-8.322,0.696,0,0.129,0.354,119.966,225880,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"coney island (feat. The National)",68,"['Taylor Swift', 'The National']","['pop']","[100]",FALSE,"[47362363]","evermore",0.537,0.537,8,-11.266,0.819,0.000904,0.142,0.292,107.895,275320,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"ivy",71,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.515,0.545,2,-9.277,0.855,1.97e-05,0.0921,0.535,88.856,260440,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"cowboy like me",68,"['Taylor Swift']","['pop']","[100]",TRUE,"[47362363]","evermore",0.604,0.517,0,-9.014,0.768,0.000155,0.123,0.511,127.967,275040,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"long story short",69,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.546,0.73,0,-7.704,0.66,0.179,0.0972,0.573,157.895,215920,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"marjorie",67,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.535,0.561,5,-11.609,0.876,0.000136,0.115,0.287,96.103,257773,4,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"closure",65,"['Taylor Swift']","['pop']","[100]",FALSE,"[47362363]","evermore",0.689,0.704,9,-10.813,0.835,4.83e-06,0.134,0.92,151.884,180653,5,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"evermore (feat. Bon Iver)",70,"['Taylor Swift', 'Bon Iver']","['pop']","[100]",FALSE,"[47362363]","evermore",0.39,0.27,1,-10.673,0.937,0.00227,0.111,0.32,125.177,304107,5,"['Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47362363,47362363
"Champagne Poetry",82,"['Drake']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.423,0.667,6,-7.012,0.758,0,0.246,0.496,86.743,336511,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"Papi’s Home",77,"['Drake']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.701,0.741,2,-6.157,0.112,0,0.699,0.588,140.177,178623,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"Girls Want Girls (with Lil Baby)",86,"['Drake', 'Lil Baby']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.767,0.438,7,-8.726,0.181,0,0.142,0.381,86.975,221980,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"In The Bible (with Lil Durk & Giveon)",81,"['Drake', 'Lil Durk', 'Giveon']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.686,0.385,7,-8.35,0.614,0,0.131,0.147,143.07,296568,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"Love All (with JAY-Z)",78,"['Drake', 'JAY-Z']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.73,0.576,2,-5.442,0.354,3.59e-05,0.15,0.155,92.131,228461,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"Fair Trade (with Travis Scott)",89,"['Drake', 'Travis Scott']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.666,0.465,1,-8.545,0.0503,0,0.215,0.292,167.937,291175,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"Way 2 Sexy (with Future & Young Thug)",90,"['Drake', 'Future', 'Young Thug']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.803,0.597,11,-6.035,0.000619,4.5e-06,0.323,0.331,136.008,257605,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
"TSU",78,"['Drake']","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","[98]",TRUE,"[59845429]","Certified Lover Boy",0.568,0.56,9,-9.059,0.228,3.05e-06,0.39,0.246,130.019,308756,4,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,59845429,59845429
