"chart","playlist","album","date","artist","track","duration","explicit","track_pop","artist_pop","artist_follows","danceability","energy","loudness","liveness","acousticness","instrumentalness","key","mode","tempo","valence","time_signature","genre","Rock","Hip-hop","Latin","Christian","Soul","Jazz","Funk","R&B","Show_tunes","Misc","Pop","Edm","Indie","Country","Metal","Folk","Easy_listening","Reggae"
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Sand In My Boots",3.36888333333333,FALSE,42,87,2705213,0.354,0.54,-6.625,0.112,0.587,0,3,1,69.97,0.416,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Wasted On You",2.97533333333333,FALSE,43,87,2705213,0.505,0.658,-5.24,0.121,0.371,0.00136,11,0,196.002,0.255,3,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Somebody’s Problem",2.69621666666667,FALSE,36,87,2705213,0.658,0.539,-7.674,0.123,0.665,0,5,1,136.959,0.622,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","More Surprised Than Me",2.624,FALSE,36,87,2705213,0.488,0.748,-6.049,0.124,0.244,0,6,1,84.938,0.431,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","865",3.178,FALSE,39,87,2705213,0.454,0.586,-5.254,0.101,0.729,0,8,1,87.891,0.366,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Warning",2.61245,FALSE,38,87,2705213,0.633,0.663,-5.049,0.108,0.463,0,10,1,115.052,0.253,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Neon Eyes",3.76911666666667,FALSE,37,87,2705213,0.592,0.847,-5.232,0.158,0.0102,3.99e-05,11,0,126.01,0.652,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Outlaw (feat. Ben Burgess)",3.82911666666667,FALSE,35,87,2705213,0.506,0.633,-5.755,0.121,0.583,0,7,1,85.05,0.244,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Whiskey’d My Way",3.01311666666667,FALSE,37,87,2705213,0.449,0.518,-6.37,0.0984,0.599,0.00249,2,1,185.879,0.314,3,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Wonderin’ Bout The Wind",3.03711666666667,FALSE,35,87,2705213,0.481,0.714,-5.624,0.133,0.25,0,6,1,90.984,0.384,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Your Bartender",3.08488333333333,FALSE,36,87,2705213,0.554,0.774,-5.236,0.15,0.247,6.66e-05,4,1,139.963,0.442,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Only Thing That’s Gone (feat. Chris Stapleton)",3.27845,FALSE,36,87,2705213,0.503,0.799,-4.593,0.296,0.112,3.56e-05,2,1,150.07,0.464,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Cover Me Up",4.89511666666667,FALSE,35,87,2705213,0.531,0.438,-8.099,0.107,0.231,7.53e-06,2,1,127.915,0.223,3,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","7 Summers",3.50845,FALSE,35,87,2705213,0.467,0.793,-5.125,0.125,0.411,5.87e-05,0,1,203.926,0.574,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","More Than My Hometown",3.60955,FALSE,35,87,2705213,0.621,0.868,-5.478,0.131,0.617,0,6,1,126.01,0.594,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Still Goin Down",3.10488333333333,FALSE,35,87,2705213,0.58,0.753,-5.08,0.277,0.488,0,7,1,148.122,0.718,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Rednecks, Red Letters, Red Dirt",3.08555,FALSE,34,87,2705213,0.554,0.75,-4.301,0.122,0.166,1.8e-06,6,1,140.044,0.63,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Dangerous",2.46488333333333,FALSE,41,87,2705213,0.636,0.779,-4.794,0.273,0.207,0,7,1,119.015,0.956,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Beer Don’t",3.268,FALSE,33,87,2705213,0.588,0.853,-4.703,0.165,0.0686,3.55e-06,6,1,140.011,0.738,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Blame It On Me",2.71111666666667,FALSE,33,87,2705213,0.626,0.836,-4.59,0.319,0.532,0,7,1,93.023,0.816,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Somethin’ Country",2.87711666666667,FALSE,33,87,2705213,0.592,0.942,-4.441,0.291,0.171,0,2,1,146.024,0.742,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","This Bar",3.088,FALSE,33,87,2705213,0.554,0.883,-5.303,0.0463,0.0954,0.000362,2,1,110.01,0.227,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Country A$$ Shit",3.10311666666667,FALSE,30,87,2705213,0.625,0.93,-3.914,0.283,0.00935,0,10,1,138.032,0.918,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Whatcha Think Of Country Now",3.04045,FALSE,31,87,2705213,0.523,0.966,-4.356,0.322,0.0226,0,9,1,145.018,0.885,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Me On Whiskey",3.50621666666667,FALSE,36,87,2705213,0.569,0.654,-4.569,0.0777,0.448,0,11,1,142.038,0.707,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Need A Boat",3.09778333333333,FALSE,30,87,2705213,0.54,0.897,-6.285,0.267,0.0998,0,9,1,160.027,0.963,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Silverado For Sale",3.74866666666667,FALSE,36,87,2705213,0.59,0.777,-5.948,0.104,0.163,0,0,1,137.955,0.384,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Heartless - Wallen Album Mix",2.82688333333333,FALSE,32,87,2705213,0.597,0.623,-4.689,0.179,0.708,0,11,1,111.082,0.422,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Livin’ The Dream",3.98533333333333,FALSE,32,87,2705213,0.621,0.765,-5.912,0.228,0.578,0.00915,7,0,127.044,0.437,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,"Billboard 200 Top Albums 2021","Dangerous: The Double Album","2021-01-08","Morgan Wallen","Quittin’ Time",3.74245,FALSE,35,87,2705213,0.409,0.626,-8.492,0.186,0.464,1.9e-06,5,1,83.904,0.448,4,"Country",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","brutal",2.39578333333333,TRUE,85,92,12088661,0.672,0.526,-6.446,0.28,0.0311,1.37e-06,4,1,123.999,0.28,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","traitor",3.82045,FALSE,93,92,12088661,0.38,0.339,-7.885,0.12,0.691,0,3,1,100.607,0.0849,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","drivers license",4.03355,TRUE,93,92,12088661,0.561,0.431,-8.81,0.106,0.768,1.42e-05,10,1,143.875,0.137,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","1 step forward, 3 steps back",2.72645,TRUE,82,92,12088661,0.473,0.203,-12.627,0.126,0.941,0,2,1,168.884,0.419,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","deja vu",3.59178333333333,TRUE,90,92,12088661,0.442,0.612,-7.222,0.37,0.584,5.7e-06,2,1,180.917,0.178,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","good 4 u",2.96911666666667,TRUE,96,92,12088661,0.563,0.664,-5.044,0.0849,0.335,0,9,1,166.928,0.688,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","enough for you",3.38045,FALSE,83,92,12088661,0.638,0.259,-10.706,0.219,0.753,0,7,1,88.485,0.269,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","happier",2.93221666666667,TRUE,89,92,12088661,0.395,0.443,-9.72,0.0839,0.765,9.67e-06,6,1,168.924,0.338,3,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","jealousy, jealousy",2.886,FALSE,87,92,12088661,0.695,0.575,-6.334,0.0614,0.198,0,10,0,163.929,0.699,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","favorite crime",2.54445,FALSE,88,92,12088661,0.369,0.272,-10.497,0.147,0.866,0,9,1,172.929,0.218,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Billboard 200 Top Albums 2021","SOUR","2021-05-21","Olivia Rodrigo","hope ur ok",3.49266666666667,FALSE,80,92,12088661,0.443,0.298,-12.181,0.103,0.388,1e-05,0,1,77.253,0.172,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Bad Bitch From Tokyo (Intro)",0.8,TRUE,59,89,8721767,0.645,0.64,-6.871,0.286,0.395,1.04e-05,10,0,140.248,0.674,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Aim For The Moon (feat. Quavo)",2.92926666666667,TRUE,67,89,8721767,0.713,0.605,-7.487,0.115,0.497,3.46e-06,11,1,142.025,0.432,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",3.1746,TRUE,85,89,8721767,0.823,0.586,-6.606,0.193,0.114,0,6,0,125.971,0.347,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","44 BullDog",2.51428333333333,TRUE,67,89,8721767,0.8,0.564,-5.817,0.112,0.0287,1.65e-06,8,1,139.989,0.318,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Gangstas",2.66666666666667,TRUE,73,89,8721767,0.548,0.506,-7.434,0.0788,0.203,1e-04,4,0,119.987,0.557,5,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Yea Yea",3.09673333333333,TRUE,63,89,8721767,0.717,0.474,-8.383,0.139,0.0509,0,5,0,123.906,0.448,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Creature (feat. Swae Lee)",3.38026666666667,TRUE,64,89,8721767,0.794,0.717,-5.73,0.195,0.0511,0,7,1,141.881,0.372,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Snitching (feat. Quavo & Future)",4.32243333333333,TRUE,60,89,8721767,0.944,0.579,-4.961,0.253,0.0381,0,8,1,135.033,0.769,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Make It Rain (feat. Rowdy Rebel)",3.37405,TRUE,63,89,8721767,0.5,0.767,-4.105,0.385,0.162,9.79e-05,1,1,159.477,0.58,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","The Woo (feat. 50 Cent & Roddy Ricch)",3.36,TRUE,80,89,8721767,0.49,0.618,-5.655,0.259,0.0221,3.77e-06,1,1,99.7,0.286,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","West Coast Shit (feat. Tyga & Quavo)",3.2,TRUE,62,89,8721767,0.831,0.762,-5.656,0.107,0.0885,0,11,0,99.999,0.495,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Enjoy Yourself (feat. Karol G)",3.29896666666667,TRUE,72,89,8721767,0.764,0.676,-6.761,0.215,0.389,0,11,0,97.02,0.461,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Mood Swings (feat. Lil Tjay)",3.55555,TRUE,83,89,8721767,0.48,0.602,-6.335,0.0848,0.487,0,10,0,179.798,0.269,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Something Special",2.6411,TRUE,73,89,8721767,0.739,0.616,-6.963,0.101,0.252,1.93e-06,7,0,91.071,0.654,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","What You Know Bout Love",2.66666666666667,TRUE,86,89,8721767,0.709,0.548,-8.493,0.133,0.65,1.59e-06,10,1,83.995,0.543,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Diana (feat. King Combs)",3.1496,TRUE,60,89,8721767,0.794,0.792,-6.889,0.0998,0.22,0,7,1,126.994,0.546,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Got It On Me",2.743,TRUE,80,89,8721767,0.688,0.647,-7.258,0.095,0.00815,1.65e-05,2,1,88.834,0.195,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Tunnel Vision (Outro)",2.20978333333333,TRUE,60,89,8721767,0.718,0.66,-7.39,0.159,0.363,0,2,1,142.879,0.659,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Billboard 200 Top Albums 2021","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Dior - Bonus",3.60406666666667,TRUE,62,89,8721767,0.676,0.746,-7.837,0.412,0.0893,0.00157,7,1,142.035,0.675,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Bad Bitch From Tokyo (Intro)",0.8,TRUE,59,89,8721767,0.645,0.64,-6.871,0.286,0.395,1.04e-05,10,0,140.248,0.674,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Aim For The Moon (feat. Quavo)",2.92926666666667,TRUE,67,89,8721767,0.713,0.605,-7.487,0.115,0.497,3.46e-06,11,1,142.025,0.432,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","For The Night (feat. Lil Baby & DaBaby)",3.1746,TRUE,85,89,8721767,0.823,0.586,-6.606,0.193,0.114,0,6,0,125.971,0.347,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","44 BullDog",2.51428333333333,TRUE,67,89,8721767,0.8,0.564,-5.817,0.112,0.0287,1.65e-06,8,1,139.989,0.318,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Gangstas",2.66666666666667,TRUE,73,89,8721767,0.548,0.506,-7.434,0.0788,0.203,1e-04,4,0,119.987,0.557,5,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Yea Yea",3.09673333333333,TRUE,63,89,8721767,0.717,0.474,-8.383,0.139,0.0509,0,5,0,123.906,0.448,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Creature (feat. Swae Lee)",3.38026666666667,TRUE,64,89,8721767,0.794,0.717,-5.73,0.195,0.0511,0,7,1,141.881,0.372,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Snitching (feat. Quavo & Future)",4.32243333333333,TRUE,60,89,8721767,0.944,0.579,-4.961,0.253,0.0381,0,8,1,135.033,0.769,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Make It Rain (feat. Rowdy Rebel)",3.37405,TRUE,63,89,8721767,0.5,0.767,-4.105,0.385,0.162,9.79e-05,1,1,159.477,0.58,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","The Woo (feat. 50 Cent & Roddy Ricch)",3.36,TRUE,80,89,8721767,0.49,0.618,-5.655,0.259,0.0221,3.77e-06,1,1,99.7,0.286,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","West Coast Shit (feat. Tyga & Quavo)",3.2,TRUE,62,89,8721767,0.831,0.762,-5.656,0.107,0.0885,0,11,0,99.999,0.495,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Enjoy Yourself (feat. Karol G)",3.29896666666667,TRUE,72,89,8721767,0.764,0.676,-6.761,0.215,0.389,0,11,0,97.02,0.461,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Mood Swings (feat. Lil Tjay)",3.55555,TRUE,83,89,8721767,0.48,0.602,-6.335,0.0848,0.487,0,10,0,179.798,0.269,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Something Special",2.6411,TRUE,73,89,8721767,0.739,0.616,-6.963,0.101,0.252,1.93e-06,7,0,91.071,0.654,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","What You Know Bout Love",2.66666666666667,TRUE,86,89,8721767,0.709,0.548,-8.493,0.133,0.65,1.59e-06,10,1,83.995,0.543,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Diana (feat. King Combs)",3.1496,TRUE,60,89,8721767,0.794,0.792,-6.889,0.0998,0.22,0,7,1,126.994,0.546,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Got It On Me",2.743,TRUE,80,89,8721767,0.688,0.647,-7.258,0.095,0.00815,1.65e-05,2,1,88.834,0.195,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Tunnel Vision (Outro)",2.20978333333333,TRUE,60,89,8721767,0.718,0.66,-7.39,0.159,0.363,0,2,1,142.879,0.659,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Billboard 200 Top Albums 2020","Shoot For The Stars Aim For The Moon","2020-07-03","Pop Smoke","Dior - Bonus",3.60406666666667,TRUE,62,89,8721767,0.676,0.746,-7.837,0.412,0.0893,0.00157,7,1,142.035,0.675,4,"Hip-hop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","willow",3.57845,FALSE,82,100,47362363,0.392,0.574,-9.195,0.145,0.833,0.00179,7,1,81.112,0.529,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","champagne problems",4.06666666666667,TRUE,81,100,47362363,0.462,0.24,-12.077,0.113,0.92,0,0,1,171.319,0.32,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","gold rush",3.08866666666667,TRUE,74,100,47362363,0.512,0.462,-10.491,0.121,0.83,0.166,9,1,112.05,0.353,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","‘tis the damn season",3.83066666666667,FALSE,71,100,47362363,0.575,0.434,-8.193,0.105,0.735,6.59e-05,5,1,145.916,0.348,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","tolerate it",4.09066666666667,TRUE,71,100,47362363,0.316,0.361,-10.381,0.0797,0.878,2.67e-05,9,1,74.952,0.221,5,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","no body, no crime (feat. HAIM)",3.59378333333333,FALSE,72,100,47362363,0.546,0.613,-7.589,0.103,0.418,0,7,0,79.015,0.535,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,"Billboard 200 Top Albums 2021","evermore","2020-12-11","Taylor Swift","happiness",5.25245,TRUE,69,100,47362363,0.559,0.334,-10.733,0.114,0.87,0,11,1,122.079,0.211,4,"Pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
