,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_artist,track_artist_id,track_artist_popularity,track_artist_followers,track_artists_genres_consolidate,main_genre,Misc,Rock,Pop,Hip-hop,Edm,Latin,Indie,Christian,Country,Soul,Metal,Jazz,Folk,Funk,Easy_listening,R&B,Reggae,Show_tunes
0,Sand In My Boots,4qeMbs55QlONyrE9YBMA93,42,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.354,0.54,3.0,-6.625,1.0,0.587,0.0,0.112,0.416,69.97,202133.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,Wasted On You,4xv9BDq764NSKG3geku9X2,43,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.505,0.658,11.0,-5.24,0.0,0.371,0.00136,0.121,0.255,196.002,178520.0,3.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,Somebody’s Problem,7cWMnSxmQfKFsIIoRWifbb,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.658,0.539,5.0,-7.674,1.0,0.665,0.0,0.123,0.622,136.959,161773.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,More Surprised Than Me,6Mn2GFiNNadK0G2ZXRK1fd,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.488,0.748,6.0,-6.049,1.0,0.244,0.0,0.124,0.431,84.938,157440.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,865,3lb2f27695Iuyd82khwU9k,39,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.454,0.586,8.0,-5.254,1.0,0.729,0.0,0.101,0.366,87.891,190680.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,Warning,6o6jHTdTaqQilpLLY1q8AG,38,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.633,0.663,10.0,-5.049,1.0,0.463,0.0,0.108,0.253,115.052,156747.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,Neon Eyes,5WP1LPI7kLIQqEVEZKhnoo,37,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.847,11.0,-5.232,0.0,0.0102,3.99e-05,0.158,0.652,126.01,226147.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,Outlaw (feat. Ben Burgess),6Vfl4qLFPMY73whXRef8Mk,35,"['Morgan Wallen', 'Ben Burgess']",['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.506,0.633,7.0,-5.755,1.0,0.583,0.0,0.121,0.244,85.05,229747.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,Whiskey’d My Way,4kPLqNab6ZMGxbzsg423iX,37,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.449,0.518,2.0,-6.37,1.0,0.599,0.00249,0.0984,0.314,185.879,180787.0,3.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,Wonderin’ Bout The Wind,7fgKAJlw9WNLoBORPAwBoB,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.481,0.714,6.0,-5.624,1.0,0.25,0.0,0.133,0.384,90.984,182227.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,Your Bartender,2JsDkPZtdgs21JWfKIkIeH,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.774,4.0,-5.236,1.0,0.247,6.66e-05,0.15,0.442,139.963,185093.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,Only Thing That’s Gone (feat. Chris Stapleton),7MVGhr6Gfg0Wx959PN2LxL,36,"['Morgan Wallen', 'Chris Stapleton']",['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.503,0.799,2.0,-4.593,1.0,0.112,3.56e-05,0.296,0.464,150.07,196707.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,Cover Me Up,5jKqR3BfRMAUnE7gAIq1Fh,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.531,0.438,2.0,-8.099,1.0,0.231,7.53e-06,0.107,0.223,127.915,293707.0,3.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,7 Summers,23V03OIpI0BpblCZredJGe,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.467,0.793,0.0,-5.125,1.0,0.411,5.87e-05,0.125,0.574,203.926,210507.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,More Than My Hometown,65mMCEOu5Ll1DBAfEUmerU,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.868,6.0,-5.478,1.0,0.617,0.0,0.131,0.594,126.01,216573.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,Still Goin Down,1d0rJOxrY9cpoAVgzyYLot,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.58,0.753,7.0,-5.08,1.0,0.488,0.0,0.277,0.718,148.122,186293.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,"Rednecks, Red Letters, Red Dirt",23ADTEcy2rB090bYiZRsCP,34,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.75,6.0,-4.301,1.0,0.166,1.8e-06,0.122,0.63,140.044,185133.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,Dangerous,0R8ShcBTOvXjKCsp0Mu0Hx,41,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.636,0.779,7.0,-4.794,1.0,0.207,0.0,0.273,0.956,119.015,147893.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,Beer Don’t,35mh8VlZaeXTF4YOiwmfQm,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.588,0.853,6.0,-4.703,1.0,0.0686,3.55e-06,0.165,0.738,140.011,196080.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,Blame It On Me,6RQ7qWUDHNBOtwYiAvROyG,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.626,0.836,7.0,-4.59,1.0,0.532,0.0,0.319,0.816,93.023,162667.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Somethin’ Country,4sxbpptdBeUeLAsivMsxRF,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.592,0.942,2.0,-4.441,1.0,0.171,0.0,0.291,0.742,146.024,172627.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,This Bar,3xVgsoAHGXbJdpZKM5hSjR,33,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.554,0.883,2.0,-5.303,1.0,0.0954,0.000362,0.0463,0.227,110.01,185280.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,Country A$$ Shit,2eS7tfh50SWkUIvTfHF6Ou,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.625,0.93,10.0,-3.914,1.0,0.00935,0.0,0.283,0.918,138.032,186187.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,Whatcha Think Of Country Now,4vfJZdFvsZIIUAq0I9ZyWj,31,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.523,0.966,9.0,-4.356,1.0,0.0226,0.0,0.322,0.885,145.018,182427.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Me On Whiskey,1s63OmQvZd9NwDGqJm3xys,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.569,0.654,11.0,-4.569,1.0,0.448,0.0,0.0777,0.707,142.038,210373.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,Need A Boat,1Ss4DpG1o7H1oN6cm0tdQo,30,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.54,0.897,9.0,-6.285,1.0,0.0998,0.0,0.267,0.963,160.027,185867.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,Silverado For Sale,7cFqCpT1CuXtqSdaXkUpII,36,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.59,0.777,0.0,-5.948,1.0,0.163,0.0,0.104,0.384,137.955,224920.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Heartless - Wallen Album Mix,1BPtNPQPRBeiMM2TkhBp1N,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.597,0.623,11.0,-4.689,1.0,0.708,0.0,0.179,0.422,111.082,169613.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,Livin’ The Dream,0mrc2UHAEY4lt11YfqFJE6,32,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.621,0.765,7.0,-5.912,0.0,0.578,0.00915,0.228,0.437,127.044,239120.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Quittin’ Time,2avJHC5Txz2tmL39rr5yjv,35,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],['contemporary country'],[87],False,[2705213],Dangerous: The Double Album,1qW1C4kDOXnrly22daHbxz,0.409,0.626,5.0,-8.492,1.0,0.464,1.9e-06,0.186,0.448,83.904,224547.0,4.0,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,87,2705213,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,brutal,6SRsiMl7w1USE4mFqrOhHC,85,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.672,0.526,4.0,-6.446,1.0,0.0311,1.37e-06,0.28,0.28,123.999,143747.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,traitor,5CZ40GBx1sQ9agT82CLQCT,93,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.38,0.339,3.0,-7.885,1.0,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,drivers license,5wANPM4fQCJwkGd4rN57mH,93,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.561,0.431,10.0,-8.81,1.0,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,82,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.473,0.203,2.0,-12.627,1.0,0.941,0.0,0.126,0.419,168.884,163587.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,deja vu,6HU7h9RYOaPRFeh0R3UeAr,90,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.442,0.612,2.0,-7.222,1.0,0.584,5.7e-06,0.37,0.178,180.917,215507.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,good 4 u,4ZtFanR9U6ndgddUvNcjcG,96,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.563,0.664,9.0,-5.044,1.0,0.335,0.0,0.0849,0.688,166.928,178147.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,enough for you,2TOzTqQXNmR2zDJXihjZ2e,83,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.638,0.259,7.0,-10.706,1.0,0.753,0.0,0.219,0.269,88.485,202827.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,happier,2tGvwE8GcFKwNdAXMnlbfl,89,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],True,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.395,0.443,6.0,-9.72,1.0,0.765,9.67e-06,0.0839,0.338,168.924,175933.0,3.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,87,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.695,0.575,10.0,-6.334,0.0,0.198,0.0,0.0614,0.699,163.929,173160.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,favorite crime,5JCoSi02qi3jJeHdZXMmR8,88,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.369,0.272,9.0,-10.497,1.0,0.866,0.0,0.147,0.218,172.929,152667.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,hope ur ok,1zejeOnykpCoyVSit6Bwp3,80,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[92],False,[12088661],SOUR,6s84u2TUpR3wdUv4NgKA2j,0.443,0.298,0.0,-12.181,1.0,0.388,1e-05,0.103,0.172,77.253,209560.0,4.0,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,92,12088661,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Bad Bitch From Tokyo (Intro),4OGIeHtYhRTJ8iW21UUyZW,59,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.645,0.64,10.0,-6.871,0.0,0.395,1.04e-05,0.286,0.674,140.248,48000.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Aim For The Moon (feat. Quavo),6O7fPYTsb2mY0PiFt2ymDB,67,"['Pop Smoke', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.713,0.605,11.0,-7.487,1.0,0.497,3.46e-06,0.115,0.432,142.025,175756.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,85,"['Pop Smoke', 'Lil Baby', 'DaBaby']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.823,0.586,6.0,-6.606,0.0,0.114,0.0,0.193,0.347,125.971,190476.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44 BullDog,7sjFIZ1g5QLJLGja3k592K,67,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.8,0.564,8.0,-5.817,1.0,0.0287,1.65e-06,0.112,0.318,139.989,150857.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Gangstas,1hg3RlqFZXJb5YgRoK9qmF,73,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.548,0.506,4.0,-7.434,0.0,0.203,0.0001,0.0788,0.557,119.987,160000.0,5.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Yea Yea,0bjgQ24UZGwKikldIyEOgf,63,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.717,0.474,5.0,-8.383,0.0,0.0509,0.0,0.139,0.448,123.906,185804.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Creature (feat. Swae Lee),3eV2WT9YhfzkxbufnBF8wK,64,"['Pop Smoke', 'Swae Lee']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.794,0.717,7.0,-5.73,1.0,0.0511,0.0,0.195,0.372,141.881,202816.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Snitching (feat. Quavo & Future),2FhEj9lvEIaJihjFprRrGt,60,"['Pop Smoke', 'Quavo', 'Future']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.944,0.579,8.0,-4.961,1.0,0.0381,0.0,0.253,0.769,135.033,259346.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Make It Rain (feat. Rowdy Rebel),71d7LaAgPcNcUopu3OzmP7,63,"['Pop Smoke', 'Rowdy Rebel']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.5,0.767,1.0,-4.105,1.0,0.162,9.79e-05,0.385,0.58,159.477,202443.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,80,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.49,0.618,1.0,-5.655,1.0,0.0221,3.77e-06,0.259,0.286,99.7,201600.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,West Coast Shit (feat. Tyga & Quavo),1JDhNQ0oOT7XpclZn3aQ8F,62,"['Pop Smoke', 'Tyga', 'Quavo']",['0eDvMgVFoNV3TpwtrVCoTj'],['brooklyn drill'],[89],True,[8721767],Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,0.831,0.762,11.0,-5.656,0.0,0.0885,0.0,0.107,0.495,99.999,192000.0,4.0,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,89,8721767,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
