"Genre","Track","Popularity","Artists","Artist_Pop","Explicit","Followers","Album","danceability","energy","key","loudness","acousticness","instrumentalness","liveness","valence","tempo","Original_Genre"
"'show tunes'","One Jump Ahead (Reprise 2)",47,"Mena Massoud","53",FALSE,"16506","Aladdin (Original Motion Picture Soundtrack)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"['a cappella']","Deck The Halls",58,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.685,0.624,11,-6.284,0.203,0,0.143,0.951,121.984,NA
"['a cappella']","Carol of the Bells",60,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.481,0.609,0,-7.075,0.306,0,0.129,0.548,172.225,NA
"['a cappella']","God Only Knows",67,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.428,0.294,6,-8.637,0.479,0,0.0986,0.487,119.536,NA
"['a cappella']","Hallelujah",70,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.317,0.371,7,-7.384,0.484,0,0.168,0.367,117.144,NA
"['a cappella']","Dance of the Sugar Plum Fairy",55,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.368,0.384,8,-10.203,0.0919,0.148,0.294,0.493,79.811,NA
"['a cappella']","Mary, Did You Know?",58,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.515,0.311,11,-9.001,0.284,0,0.0889,0.203,105.06,NA
"['a cappella']","Joyful, Joyful",64,"['Pentatonix', 'Jazmine Sullivan']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.559,0.682,6,-5.476,0.134,0,0.0746,0.393,110.932,NA
"['a cappella']","Do You Hear What I Hear?",65,"['Pentatonix', 'Whitney Houston']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.316,0.714,8,-4.981,0.00931,0,0.117,0.306,72.785,NA
"['a cappella']","Little Drummer Boy",59,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.696,0.413,8,-8.357,0.16,2.89e-05,0.0924,0.531,134.042,NA
"['a cappella']","God Rest Ye Merry Gentlemen",61,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.737,0.404,1,-8.888,0.755,0,0.119,0.668,136.045,NA
"['a cappella']","Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)",61,"['Pentatonix', 'Tori Kelly']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.622,0.402,6,-8.488,0.285,0,0.112,0.721,129.579,NA
"['a cappella']","White Winter Hymnal (Fleet Foxes Cover)",55,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.825,0.437,2,-11.389,0.153,7.35e-05,0.0527,0.445,126.041,NA
"['a cappella']","Grown-Up Christmas List (feat. Kelly Clarkson)",56,"['Pentatonix', 'Kelly Clarkson']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.287,0.33,8,-8.004,0.293,0,0.116,0.205,121.383,NA
"['a cappella']","You're A Mean One, Mr. Grinch",65,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.657,0.531,7,-6.74,0.0543,0,0.0887,0.522,104.919,NA
"['a cappella']","When You Believe (with Maren Morris)",53,"['Pentatonix', 'Maren Morris']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.348,0.551,9,-6.732,0.341,0,0.114,0.192,125.348,NA
"['a cappella']","Here Comes Santa Claus",54,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.636,0.563,1,-5.808,0.0906,0,0.195,0.699,94.929,NA
"['a cappella']","How Great Thou Art (feat. Jennifer Hudson)",51,"['Pentatonix', 'Jennifer Hudson']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.281,0.461,8,-7.045,0.496,0,0.101,0.273,105.865,NA
"['a cappella']","That's Christmas to Me",57,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.424,0.132,6,-10.101,0.557,0,0.214,0.408,80.979,NA
"['a cappella']","Coldest Winter - Bobby Alt Drum Mix",61,"['Pentatonix']","[86]",FALSE,"[3196035]","The Best Of Pentatonix Christmas",0.349,0.422,3,-8.061,0.159,0,0.137,0.377,144.846,NA
"['a cappella']","What Christmas Means To Me",66,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.437,0.641,11,-6.017,0.0399,0,0.22,0.794,86.252,NA
"['a cappella']","Rockin' Around the Christmas Tree",65,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.719,0.504,11,-6.338,0.0601,0,0.256,0.81,75.514,NA
"['a cappella']","It's Beginning To Look A Lot Like Christmas",66,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.749,0.557,7,-6.438,0.182,0,0.165,0.737,120.087,NA
"['a cappella']","Grown-Up Christmas List (feat. Kelly Clarkson)",68,"['Pentatonix', 'Kelly Clarkson']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.339,0.376,8,-6.144,0.201,0,0.116,0.185,121.807,NA
"['a cappella']","Greensleeves (Interlude)",64,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.191,0.069,4,-21.833,0.933,0.887,0.0878,0.144,108.243,NA
"['a cappella']","Sweater Weather",62,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.683,0.56,4,-6.597,0.231,0,0.0878,0.499,124.964,NA
"['a cappella']","When You Believe (with Maren Morris)",67,"['Pentatonix', 'Maren Morris']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.382,0.558,9,-6.399,0.316,0,0.115,0.178,125.512,NA
"['a cappella']","Waltz Of The Flowers",64,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.407,0.359,2,-7.794,0.461,0.00151,0.0946,0.749,178.448,NA
"['a cappella']","Here Comes Santa Claus",64,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.624,0.57,1,-5.752,0.0964,0,0.318,0.713,94.909,NA
"['a cappella']","Making Christmas (from 'The Nightmare Before Christmas')",63,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.705,0.681,1,-6.364,0.235,0,0.311,0.494,153.082,NA
"['a cappella']","Where Are You Christmas?",66,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.254,0.318,10,-6.992,0.355,0,0.109,0.2,114.636,NA
"['a cappella']","Jingle Bells (with Orchestra)",62,"['Pentatonix']","[86]",FALSE,"[3196035]","Christmas Is Here!",0.487,0.706,2,-4.446,0.337,0,0.128,0.634,92.291,NA
"['a cappella']","O Come, All Ye Faithful",71,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.711,0.602,7,-5.698,0.131,0,0.0633,0.823,110.947,NA
"['a cappella']","God Rest Ye Merry Gentlemen",74,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.754,0.4,1,-8.832,0.766,0,0.196,0.693,135.945,NA
"['a cappella']","White Christmas (feat. The Manhattan Transfer)",67,"['Pentatonix', 'The Manhattan Transfer']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.406,0.419,0,-6.868,0.366,0,0.0873,0.516,149.004,NA
"['a cappella']","I'll Be Home For Christmas",70,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.602,0.493,8,-6.907,0.103,0,0.119,0.487,112.979,NA
"['a cappella']","Up On The Housetop",68,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.863,0.642,8,-5.424,0.0474,0,0.0711,0.952,101.988,NA
"['a cappella']","The Christmas Sing-Along",66,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.719,0.662,10,-5.764,0.105,0,0.0785,0.499,96.934,NA
"['a cappella']","Coventry Carol",65,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.388,0.331,5,-10.131,0.378,1.07e-05,0.122,0.225,103.852,NA
"['a cappella']","Hallelujah",76,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.364,0.378,7,-7.381,0.47,0,0.339,0.366,89.918,NA
"['a cappella']","Coldest Winter",65,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.302,0.377,3,-7.606,0.143,0,0.104,0.237,83.215,NA
"['a cappella']","Good To Be Bad",64,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.696,0.485,6,-6.539,0.0576,0,0.183,0.518,142.891,NA
"['a cappella']","Merry Christmas, Happy Holidays",66,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.588,0.743,0,-6.482,0.0287,0,0.132,0.606,104.97,NA
"['a cappella']","Deck The Halls",67,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.691,0.622,11,-6.862,0.198,0,0.176,0.955,121.97,NA
"['a cappella']","How Great Thou Art (feat. Jennifer Hudson)",65,"['Pentatonix', 'Jennifer Hudson']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.325,0.486,8,-6.135,0.633,0,0.108,0.263,106.427,NA
"['a cappella']","Away In A Manger",65,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.595,0.29,4,-9.502,0.618,0,0.326,0.649,122.9,NA
"['a cappella']","Let It Snow! Let It Snow! Let It Snow!",69,"['Pentatonix']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.674,0.578,6,-6.888,0.0415,0,0.102,0.957,91.988,NA
"['a cappella']","Hallelujah (feat. The String Mob)",64,"['Pentatonix', 'The String Mob']","[86]",FALSE,"[3196035]","A Pentatonix Christmas Deluxe",0.157,0.32,7,-8.59,0.153,3.97e-05,0.148,0.359,66.1,NA
"['a cappella']","Hark! The Herald Angels Sing",69,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.521,0.691,4,-5.754,0.138,0,0.0957,0.553,117.056,NA
"['a cappella']","White Winter Hymnal (Fleet Foxes Cover)",70,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.817,0.414,2,-12.478,0.13,3.85e-05,0.0678,0.479,125.987,NA
"['a cappella']","Sleigh Ride",68,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.745,0.487,1,-8.943,0.459,0,0.271,0.87,107.992,NA
"['a cappella']","Winter Wonderland / Don't Worry Be Happy (feat. Tori Kelly)",74,"['Pentatonix', 'Tori Kelly']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.61,0.397,6,-8.506,0.28,0,0.0833,0.718,129.761,NA
"['a cappella']","That's Christmas to Me",75,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.446,0.136,6,-10.101,0.611,0,0.206,0.433,79.486,NA
"['a cappella']","Mary, Did You Know?",80,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.497,0.312,11,-9.088,0.302,0,0.0968,0.177,105.036,NA
"['a cappella']","Dance of the Sugar Plum Fairy",67,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.412,0.371,1,-10.24,0.115,0.079,0.334,0.482,149.876,NA
"['a cappella']","It's the Most Wonderful Time of the Year",67,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.69,0.587,6,-6.892,0.152,0,0.131,0.736,95.508,NA
"['a cappella']","Santa Claus is Coming to Town",66,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.746,0.556,9,-8.311,0.106,0,0.0565,0.898,88.014,NA
"['a cappella']","Silent Night",68,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.186,0.107,5,-14.802,0.934,0,0.297,0.149,107.095,NA
"['a cappella']","Let It Go",63,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.517,0.424,7,-7.899,0.31,0,0.384,0.354,140.906,NA
"['a cappella']","Joy to the World",68,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.605,0.583,6,-5.898,0.0561,0,0.328,0.801,95.026,NA
"['a cappella']","Just For Now",61,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.57,0.53,11,-7.285,0.106,0,0.0617,0.352,154.043,NA
"['a cappella']","The First Noel",66,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.143,0.301,9,-11.165,0.562,1.63e-06,0.0734,0.276,91.092,NA
"['a cappella']","Have Yourself a Merry Little Christmas",64,"['Pentatonix']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.653,0.415,0,-7.489,0.147,0,0.0759,0.762,91.977,NA
"['a cappella']","Mary, Did You Know? (feat. The String Mob)",63,"['Pentatonix', 'The String Mob']","[86]",FALSE,"[3196035]","That's Christmas To Me (Deluxe Edition)",0.398,0.273,11,-10.302,0.0705,1.41e-05,0.0893,0.171,104.757,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","It's Beginning to Look a Lot like Christmas",80,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.339,0.214,4,-11.714,0.908,7.47e-06,0.341,0.363,94.775,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Santa Claus Is Coming to Town",65,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.594,0.389,10,-7.109,0.785,0,0.0313,0.396,122.331,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Jingle Bells (feat. The Puppini Sisters)",68,"['Michael Bublé', 'The Puppini Sisters']","[93]",FALSE,"[4944547]","Christmas",0.702,0.588,5,-5.914,0.634,0,0.198,0.849,122.945,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","White Christmas (with Shania Twain)",70,"['Michael Bublé', 'Shania Twain']","[93]",FALSE,"[4944547]","Christmas",0.628,0.484,10,-7.588,0.469,1.23e-05,0.126,0.642,63.476,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","All I Want for Christmas Is You",64,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.503,0.465,8,-8.077,0.42,0,0.101,0.143,141.793,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Holly Jolly Christmas",77,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.647,0.465,7,-8.308,0.865,0,0.0882,0.699,151.251,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Santa Baby",59,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.641,0.0964,9,-12.995,0.835,2.95e-05,0.11,0.357,76.273,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Have Yourself a Merry Little Christmas",65,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.275,0.276,9,-11.395,0.602,0.00167,0.121,0.195,68.764,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Christmas (Baby Please Come Home)",64,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.495,0.793,6,-5.696,0.000942,8.29e-06,0.0791,0.672,125.998,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Silent Night",59,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.24,0.124,7,-14.542,0.959,0.0237,0.103,0.113,80.986,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Blue Christmas",58,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.341,0.64,5,-4.432,0.192,4.61e-05,0.268,0.351,86.006,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Cold December Night",64,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.517,0.702,3,-6.763,0.00722,0,0.0896,0.414,83.873,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","I'll Be Home for Christmas",76,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.282,0.101,7,-14.657,0.934,5.05e-05,0.159,0.141,83.13,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Ave Maria",56,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0.204,0.157,5,-12.147,0.956,0.0117,0.125,0.0668,80.574,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Mis Deseos / Feliz Navidad (with Thalia)",55,"['Michael Bublé', 'Thalia']","[93]",FALSE,"[4944547]","Christmas",0.657,0.571,9,-6.52,0.6,0,0.195,0.798,126.004,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Michael's Christmas Greeting - Hidden Track",1,"['Michael Bublé']","[93]",FALSE,"[4944547]","Christmas",0,0.0594,1,-20.736,0.521,0.0522,0,0,0,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","When I Fall in Love",62,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.228,0.342,0,-8.038,0.718,0.0136,0.162,0.0788,115.562,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","I Only Have Eyes for You",60,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.693,0.435,7,-4.177,0.535,1.37e-06,0.24,0.488,117.593,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Love You Anymore",67,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.693,0.257,6,-7.785,0.869,0,0.11,0.603,90.012,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","La vie en rose (feat. Cécile McLorin Salvant)",65,"['Michael Bublé', 'Cécile McLorin Salvant']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.459,0.267,0,-8.948,0.807,0,0.119,0.342,63.378,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","My Funny Valentine",49,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.375,0.477,3,-7.215,0.656,4.21e-05,0.156,0.178,124.316,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Such a Night",58,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.433,0.739,1,-3.22,0.244,0,0.193,0.779,173.258,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Forever Now",62,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.477,0.377,2,-6.054,0.836,0,0.117,0.453,131.593,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Help Me Make It Through the Night (feat. Loren Allred)",60,"['Michael Bublé', 'Loren Allred']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.442,0.567,2,-5.207,0.493,0,0.114,0.439,78.998,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Unforgettable",62,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.442,0.489,5,-6.157,0.555,8.87e-06,0.117,0.326,91.179,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","When You're Smiling",51,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.595,0.521,8,-4.196,0.576,0,0.151,0.499,75.587,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Where or When",57,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.224,0.3,2,-7.095,0.804,0.00102,0.339,0.213,129.544,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","When You're Not Here",56,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.263,0.163,11,-11.077,0.913,0.00227,0.12,0.203,89.745,NA
"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","I Get a Kick out of You",57,"['Michael Bublé']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.536,0.44,4,-4.235,0.43,0,0.12,0.548,86.621,NA
"['adult standards', 'easy listening', 'lounge']","All Or Nothing At All - 78rpm Version",0,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.305,0.216,2,-9.683,0.984,0.00561,0.167,0.268,90.686,NA
"['adult standards', 'easy listening', 'lounge']","I'll Never Smile Again",0,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.425,0.158,0,-14.95,0.985,0.0624,0.314,0.0635,69.239,NA
"['adult standards', 'easy listening', 'lounge']","Saturday Night (Is The Lonliest Night Of The Week) - 78rpm Version",0,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.553,0.439,0,-7.297,0.921,0.00023,0.263,0.607,126.974,NA
"['adult standards', 'easy listening', 'lounge']","Nancy (With The Laughing Face) - 78rpm Version",0,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.295,0.182,1,-12.029,0.924,7.34e-05,0.0876,0.17,135.296,NA
"['adult standards', 'easy listening', 'lounge']","I've Got The World On A String",53,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.569,0.372,2,-7.022,0.809,0,0.3,0.5,123.411,NA
"['adult standards', 'easy listening', 'lounge']","Young At Heart - Remastered",45,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.268,0.248,8,-11.628,0.766,0,0.385,0.408,85.54,NA
"['adult standards', 'easy listening', 'lounge']","In The Wee Small Hours Of The Morning",48,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.177,0.105,0,-14.362,0.873,0.000395,0.0986,0.0917,68.903,NA
"['adult standards', 'easy listening', 'lounge']","Learnin' The Blues - Remastered",40,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.497,0.327,9,-8.586,0.627,0,0.0552,0.619,126.644,NA
"['adult standards', 'easy listening', 'lounge']","Love And Marriage",51,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.711,0.228,10,-10.564,0.858,0,0.121,0.633,110.944,NA
"['adult standards', 'easy listening', 'lounge']","I've Got You Under My Skin",54,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.585,0.371,1,-7.398,0.508,0,0.0957,0.625,127.291,NA
"['adult standards', 'easy listening', 'lounge']","Witchcraft",49,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.515,0.32,0,-8.007,0.606,0,0.122,0.311,116.293,NA
"['adult standards', 'easy listening', 'lounge']","All The Way - Remastered",43,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.196,0.282,1,-9.833,0.468,5.49e-06,0.488,0.205,76.157,NA
"['adult standards', 'easy listening', 'lounge']","Come Fly With Me - Remastered 1998",47,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.454,0.483,11,-7.102,0.689,0,0.124,0.497,134.12,NA
"['adult standards', 'easy listening', 'lounge']","One For My Baby (And One More For The Road) - Remastered",51,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.349,0.0348,4,-19.026,0.988,0.00172,0.105,0.193,174.567,NA
"['adult standards', 'easy listening', 'lounge']","The Way You Look Tonight",59,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.589,0.369,5,-8.678,0.855,0,0.352,0.529,132.954,NA
"['adult standards', 'easy listening', 'lounge']","My Kind Of Town",41,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.333,0.402,5,-8.216,0.789,0,0.0981,0.32,153.381,NA
"['adult standards', 'easy listening', 'lounge']","Fly Me To The Moon",65,"['Frank Sinatra', 'Count Basie']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.67,0.365,0,-10.158,0.525,0,0.0575,0.45,119.344,NA
"['adult standards', 'easy listening', 'lounge']","It Was A Very Good Year",39,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.234,0.202,7,-11.671,0.849,1.11e-06,0.0865,0.127,82.908,NA
"['adult standards', 'easy listening', 'lounge']","Strangers In The Night",49,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.272,0.482,0,-7.948,0.709,0,0.272,0.565,90.602,NA
"['adult standards', 'easy listening', 'lounge']","Summer Wind",45,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.346,0.429,8,-8.208,0.394,0,0.166,0.545,132.398,NA
"['adult standards', 'easy listening', 'lounge']","That's Life",50,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.458,0.692,2,-5.098,0.458,0,0.587,0.576,112.755,NA
"['adult standards', 'easy listening', 'lounge']","My Way",60,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.279,0.454,2,-7.733,0.395,0,0.198,0.216,150.661,NA
"['adult standards', 'easy listening', 'lounge']","Theme From New York, New York",62,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.407,0.589,2,-5.32,0.547,0,0.281,0.559,109.009,NA
"['adult standards', 'easy listening', 'lounge']","Put Your Dreams Away - Remastered",36,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.124,0.198,1,-14.649,0.918,0.000552,0.161,0.155,75.056,NA
"['adult standards', 'easy listening', 'lounge']","Just In Time - Alternate Version",33,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.573,0.332,3,-9.777,0.775,0,0.142,0.627,129.089,NA
"['adult standards', 'easy listening', 'lounge']","Chicago",46,"['Frank Sinatra']","[89]",FALSE,"[5289098]","Ultimate Sinatra",0.486,0.508,5,-7.101,0.651,0,0.359,0.809,147.578,NA
"['adult standards', 'jazz trio']","O Tannenbaum",59,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.591,0.16,5,-17.991,0.879,0.00168,0.115,0.388,122.436,NA
"['adult standards', 'jazz trio']","What Child Is This",58,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.391,0.202,5,-19.605,0.968,0.922,0.17,0.509,86.494,NA
"['adult standards', 'jazz trio']","My Little Drum",58,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.559,0.148,5,-22.704,0.906,0.0485,0.0864,0.707,92.298,NA
"['adult standards', 'jazz trio']","Linus And Lucy",59,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.337,0.365,8,-16.36,0.802,0.946,0.117,0.728,81.042,NA
"['adult standards', 'jazz trio']","Christmas Time Is Here",58,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.424,0.0603,5,-23.073,0.974,0.769,0.139,0.091,75.046,NA
"['adult standards', 'jazz trio']","Christmas Time Is Here",57,"['Vince Guaraldi Trio']","[80]",FALSE,"[108121]","A Charlie Brown Christmas",0.356,0.0955,5,-23.171,0.985,3.07e-05,0.199,0.104,76.14,NA
