,playlist_id,playlist_name,chart_position,album_release_date,release_year,release_date_datetime,album_id,album_artist,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_artist,track_artist_id,track_artist_popularity,track_artist_followers,track_artists_genres_consolidate,main_genre,Soundtrack,Rock,Pop,Hip-hop,Edm,Latin,Indie,Christian,Country,Soul,Metal,Jazz,Folk,Funk,Misc,Easy_listening,R&B,Reggae,Show_tunes,No Genre Assigned
35,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,2021-05-21,2021,2021-05-21,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,95,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,0.563,0.664,9,0.154,-5.044,1,0.335,0.0,0.0849,0.688,166.928,178147,4,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,91,12849364,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,2021-06-25,2021,2021-06-25,1nAQbHeOWTfQzbOoFrvndW,Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,95,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",[94],True,[14664252],Planet Her,0.824,0.764,5,0.0854,-4.175,0,0.0888,0.00294,0.117,0.881,107.998,172627,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,94,14664252,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,178,1994-11-01,1994,1994-11-01,61ulfFSmmxMhc2wCdmdMkN,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,93,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],"['dance pop', 'pop', 'urban contemporary']",[85],False,[7380441],Merry Christmas,0.336,0.627,7,0.0384,-7.463,1,0.164,0.0,0.0708,0.35,150.273,241107,4,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,85,7380441,"['Pop', 'Pop', 'R&B']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,2021-06-25,2021,2021-06-25,1nAQbHeOWTfQzbOoFrvndW,Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,93,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",[94],True,[14664252],Planet Her,0.664,0.609,1,0.0707,-6.509,1,0.304,0.0,0.0926,0.194,130.041,210560,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,94,14664252,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,126,2021-09-17,2021,2021-09-17,6pOiDiuDQqrmo5DbG0ZubR,Lil Nas X,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,93,['Lil Nas X'],['7jVv8c5Fj3E9VhNjxT4snq'],"['lgbtq+ hip hop', 'pop']",[90],True,[8977215],MONTERO,0.737,0.846,1,0.22,-4.51,0,0.00614,0.0,0.0486,0.546,87.981,143901,4,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,90,8977215,"['Hip-hop', 'Pop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8228,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,168,1994-11-01,1994,1994-11-01,61ulfFSmmxMhc2wCdmdMkN,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,93,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],"['dance pop', 'pop', 'urban contemporary']",[85],False,[7380441],Merry Christmas,0.336,0.627,7,0.0384,-7.463,1,0.164,0.0,0.0708,0.35,150.273,241107,4,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,85,7380441,"['Pop', 'Pop', 'R&B']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8238,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,191,1994-11-01,1994,1994-11-01,61ulfFSmmxMhc2wCdmdMkN,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,93,['Mariah Carey'],['4iHNK0tOyZPYnBU7nGAgpQ'],"['dance pop', 'pop', 'urban contemporary']",[85],False,[7380441],Merry Christmas,0.336,0.627,7,0.0384,-7.463,1,0.164,0.0,0.0708,0.35,150.273,241107,4,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,85,7380441,"['Pop', 'Pop', 'R&B']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1572,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,41,2021-07-30,2021,2021-07-30,0JGOiO34nwfUdDrD612dOp,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,93,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"['art pop', 'electropop', 'pop']",[93],True,[55712878],Happier Than Ever,0.332,0.225,0,0.0348,-8.697,1,0.767,0.00349,0.128,0.297,81.055,298899,3,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,93,55712878,"['Pop', 'Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,2021-05-21,2021,2021-05-21,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,92,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,0.561,0.431,10,0.0578,-8.81,1,0.768,1.42e-05,0.106,0.137,143.875,242013,4,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,91,12849364,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,2021-05-21,2021,2021-05-21,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,92,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],False,[12849364],SOUR,0.38,0.339,3,0.0338,-7.885,1,0.691,0.0,0.12,0.0849,100.607,229227,4,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,91,12849364,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,126,2021-09-17,2021,2021-09-17,6pOiDiuDQqrmo5DbG0ZubR,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,91,['Lil Nas X'],['7jVv8c5Fj3E9VhNjxT4snq'],"['lgbtq+ hip hop', 'pop']",[90],True,[8977215],MONTERO,0.593,0.503,8,0.22,-6.725,0,0.293,0.0,0.405,0.71,178.781,137704,4,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,90,8977215,"['Hip-hop', 'Pop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,15,2021-03-19,2021,2021-03-19,5dGWwsZ9iB2Xc3UKR0gif2,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,91,"['Justin Bieber', 'Daniel Caesar', 'Giveon']",['1uNFoZAHBGtllmzznpCI3s'],"['canadian pop', 'pop']",[96],True,[55623742],Justice,0.677,0.696,0,0.119,-6.181,1,0.321,0.0,0.42,0.464,90.03,198082,4,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,96,55623742,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,87,2020-08-07,2020,2020-08-07,5bfpRtBW7RNRdsm3tRyl3R,Glass Animals,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,90,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],"['gauze pop', 'indietronica', 'shiver pop']",[86],False,[2356269],Dreamland,0.761,0.525,11,0.0944,-6.9,1,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,86,2356269,"['Pop', 'Indie', 'Pop']",Pop,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,4,2019-12-13,2019,2019-12-13,7xV2TzoaVc0ycW7fwBwAml,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],['pop'],[87],False,[18602679],Fine Line,0.548,0.816,0,0.0465,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4,Harry Styles,6KImCVD70vtIoJWnq6nGn3,87,18602679,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,2021-05-21,2021,2021-05-21,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,90,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,0.442,0.612,2,0.112,-7.222,1,0.584,5.7e-06,0.37,0.178,180.917,215507,4,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,91,12849364,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,16,2019-12-13,2019,2019-12-13,7xV2TzoaVc0ycW7fwBwAml,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,90,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],['pop'],[87],False,[18602679],Fine Line,0.548,0.816,0,0.0465,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4,Harry Styles,6KImCVD70vtIoJWnq6nGn3,87,18602679,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,15,2021-03-19,2021,2021-03-19,5dGWwsZ9iB2Xc3UKR0gif2,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,90,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],"['canadian pop', 'pop']",[96],False,[55623742],Justice,0.601,0.741,2,0.0478,-5.569,1,0.185,2.91e-05,0.415,0.441,153.96,153190,4,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,96,55623742,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,126,2021-09-17,2021,2021-09-17,6pOiDiuDQqrmo5DbG0ZubR,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,90,"['Lil Nas X', 'Jack Harlow']",['7jVv8c5Fj3E9VhNjxT4snq'],"['lgbtq+ hip hop', 'pop']",[90],True,[8977215],MONTERO,0.741,0.691,10,0.0672,-7.395,0,0.0221,0.0,0.0476,0.892,150.087,212353,4,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,90,8977215,"['Hip-hop', 'Pop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,40,2020-11-20,2020,2020-11-20,6nYfHQnvkvOTNHnOhDT3sr,BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,89,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],"['k-pop', 'k-pop boy group']",[96],False,[44488750],BE,0.746,0.765,6,0.0993,-4.41,0,0.0112,0.0,0.0936,0.737,114.044,199054,4,BTS,3Nrfpe0tUJi4K4DXYWgMUX,96,44488750,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5579,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,11,2017-06-23,2017,2017-06-23,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,89,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'rock']",[92],False,[37836253],Evolve,0.776,0.78,10,0.128,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,92,37836253,"['Rock', 'Rock']",Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,114,2017-06-23,2017,2017-06-23,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,89,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'rock']",[92],False,[37836253],Evolve,0.776,0.78,10,0.128,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,92,37836253,"['Rock', 'Rock']",Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,2021-06-25,2021,2021-06-25,1nAQbHeOWTfQzbOoFrvndW,Doja Cat,You Right,0k4d5YPDr1r7FX77VdqWez,89,"['Doja Cat', 'The Weeknd']",['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",[94],True,[14664252],Planet Her,0.828,0.621,8,0.0565,-6.414,1,0.0164,0.00233,0.0845,0.436,128.986,186173,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,94,14664252,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,5,2021-09-03,2021,2021-09-03,3SpBlxme9WbeQdI9kx7KAV,Drake,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,89,"['Drake', '21 Savage', 'Project Pat']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,0.849,0.424,5,0.324,-9.579,0,0.0635,0.0,0.0834,0.153,145.887,242966,4,Drake,3TVXtAsR1Inumwj472S9r4,98,60310746,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5555,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,106,2017-06-23,2017,2017-06-23,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,89,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'rock']",[92],False,[37836253],Evolve,0.776,0.78,10,0.128,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,92,37836253,"['Rock', 'Rock']",Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,50,2017-06-23,2017,2017-06-23,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,89,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'rock']",[92],False,[37836253],Evolve,0.776,0.78,10,0.128,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,92,37836253,"['Rock', 'Rock']",Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,24,2017-06-23,2017,2017-06-23,33pt9HBdGlAbRGBHQgsZsU,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,89,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],"['modern rock', 'rock']",[92],False,[37836253],Evolve,0.776,0.78,10,0.128,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,92,37836253,"['Rock', 'Rock']",Rock,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10737,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,180,2020-03-20,2020,2020-03-20,2CMlkzFI2oDAy5MbyV7OV5,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,88,['Conan Gray'],['4Uc8Dsxct0oMqx0P6i60ea'],"['bedroom pop', 'indie pop', 'pop']",[82],False,[4791957],Kid Krow,0.357,0.425,5,0.0333,-7.301,1,0.584,0.0,0.322,0.27,102.078,198040,3,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,82,4791957,"['Pop', 'Indie', 'Pop']",Pop,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,9,2019-09-06,2019,2019-09-06,4g1ZRSobMefqF6nelkgibi,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,88,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],False,[35612420],Hollywood's Bleeding,0.695,0.762,0,0.0395,-3.497,1,0.192,0.00244,0.0863,0.553,120.042,215280,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,2,2021-05-21,2021,2021-05-21,6s84u2TUpR3wdUv4NgKA2j,Olivia Rodrigo,happier,2tGvwE8GcFKwNdAXMnlbfl,88,['Olivia Rodrigo'],['1McMsnEElThX1knmY4oliG'],['pop'],[91],True,[12849364],SOUR,0.395,0.443,6,0.133,-9.72,1,0.765,9.67e-06,0.0839,0.338,168.924,175933,3,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,91,12849364,['Pop'],Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,5,2021-09-03,2021,2021-09-03,3SpBlxme9WbeQdI9kx7KAV,Drake,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,88,"['Drake', 'Travis Scott']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,0.666,0.465,1,0.26,-8.545,1,0.0503,0.0,0.215,0.292,167.937,291175,4,Drake,3TVXtAsR1Inumwj472S9r4,98,60310746,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,5,2021-09-03,2021,2021-09-03,3SpBlxme9WbeQdI9kx7KAV,Drake,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,88,"['Drake', 'Future', 'Young Thug']",['3TVXtAsR1Inumwj472S9r4'],"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",[98],True,[60310746],Certified Lover Boy,0.803,0.597,11,0.141,-6.035,0,0.000619,4.5e-06,0.323,0.331,136.008,257605,4,Drake,3TVXtAsR1Inumwj472S9r4,98,60310746,"['Hip-hop', 'Pop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,75,2002-05-26,2002,2002-05-26,2cWBwpqMsDJC1ZUwz813lo,Eminem,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,88,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],"['detroit hip hop', 'hip hop', 'rap']",[93],True,[51446135],The Eminem Show,0.908,0.669,7,0.0738,-2.827,1,0.00286,0.0,0.237,0.662,112.238,290320,4,Eminem,7dGJo4pcD2V6oG8kP0tJRR,93,51446135,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,91,2020-12-25,2020,2020-12-25,2QRedhP5RmKJiJ1i8VgDGR,Playboi Carti,Sky,29TPjc8wxfz4XMn21O7VsZ,88,['Playboi Carti'],['699OTQXzgjhIYAHMy9RyPD'],"['atl hip hop', 'plugg', 'rap', 'trap']",[88],True,[5910798],Whole Lotta Red,0.785,0.903,2,0.21,-4.184,1,0.258,0.0,0.169,0.565,139.98,193234,4,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,88,5910798,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,13,2019-09-06,2019,2019-09-06,4g1ZRSobMefqF6nelkgibi,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,88,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],False,[35612420],Hollywood's Bleeding,0.695,0.762,0,0.0395,-3.497,1,0.192,0.00244,0.0863,0.553,120.042,215280,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,1,2019-09-06,2019,2019-09-06,4g1ZRSobMefqF6nelkgibi,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,88,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],False,[35612420],Hollywood's Bleeding,0.695,0.762,0,0.0395,-3.497,1,0.192,0.00244,0.0863,0.553,120.042,215280,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,2021-06-25,2021,2021-06-25,1nAQbHeOWTfQzbOoFrvndW,Doja Cat,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,88,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",[94],True,[14664252],Planet Her,0.912,0.655,8,0.162,-6.029,0,0.315,3.39e-05,0.0894,0.793,91.942,138293,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,94,14664252,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,65,2019-05-17,2019,2019-05-17,5658aM19fA3JVwTK6eQX70,Lewis Capaldi,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,88,['Lewis Capaldi'],['4GNC7GD6oZMSxPGyXy4MNB'],"['pop', 'uk pop']",[83],False,[9129584],Divinely Uninspired To A Hellish Extent,0.501,0.405,1,0.0319,-5.679,1,0.751,0.0,0.105,0.446,109.891,182161,4,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,83,9129584,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,4,2017-03-03,2017,2017-03-03,3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,88,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"['pop', 'uk pop']",[96],False,[91177982],÷ (Deluxe),0.599,0.448,8,0.0232,-6.312,1,0.163,0.0,0.106,0.168,95.05,263400,3,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,96,91177982,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,71,2017-03-03,2017,2017-03-03,3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,88,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"['pop', 'uk pop']",[96],False,[91177982],÷ (Deluxe),0.599,0.448,8,0.0232,-6.312,1,0.163,0.0,0.106,0.168,95.05,263400,3,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,96,91177982,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,20,2021-06-25,2021,2021-06-25,1nAQbHeOWTfQzbOoFrvndW,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,88,"['Doja Cat', 'SZA']",['5cj0lLjcoR7YOSnhnX0Po5'],"['dance pop', 'pop']",[94],True,[14664252],Planet Her,0.764,0.705,8,0.0284,-3.463,1,0.259,8.92e-05,0.12,0.781,110.97,208667,4,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,94,14664252,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
