,playlist_id,playlist_name,chart_position,album_release_date,release_year,release_date_datetime,album_id,album_artist,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_artist,track_artist_id,track_artist_popularity,track_artist_followers,track_artists_genres_consolidate,main_genre,Soundtrack,Rock,Pop,Hip-hop,Edm,Latin,Indie,Christian,Country,Soul,Metal,Jazz,Folk,Funk,Misc,Easy_listening,R&B,Reggae,Show_tunes,No Genre Assigned
2252,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,51,2020-12-11,2020,2020-12-11,5g2INX6dnMIJG0xKygXwF3,Jack Harlow,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,77,"['Jack Harlow', 'Chris Brown']",['2LIk90788K0zvyj2JJVwkJ'],"['deep underground hip hop', 'kentucky hip hop', 'rap']",[88],True,[1443472],Thats What They All Say,0.873,0.575,10,0.0702,-7.284,0,0.0891,0.0,0.108,0.872,103.005,197031,4,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,88,1443472,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,51,2020-12-11,2020,2020-12-11,5g2INX6dnMIJG0xKygXwF3,Jack Harlow,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,77,['Jack Harlow'],['2LIk90788K0zvyj2JJVwkJ'],"['deep underground hip hop', 'kentucky hip hop', 'rap']",[88],True,[1443472],Thats What They All Say,0.792,0.793,5,0.0841,-6.185,0,0.0872,0.0,0.22,0.775,123.031,156578,4,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,88,1443472,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,38,2021-06-04,2021,2021-06-04,6CvBb1XqN0igtQrWrbXD80,Lil Baby,Hats Off (feat. Travis Scott),4lUmnwRybYH7mMzf16xB0y,77,"['Lil Baby', 'Lil Durk', 'Travis Scott']","['5f7VJjfbwm532GiveGC0ZK', '3hcs9uc56yIGFCSy9leWe7']","['atl hip hop', 'atl trap', 'rap', 'trap']","[92, 88]",True,"[9328587, 3489469]",The Voice of the Heroes,0.596,0.65,9,0.337,-5.167,1,0.138,0.0,0.14,0.188,133.997,257428,4,Lil Baby,5f7VJjfbwm532GiveGC0ZK,92,9328587,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,7,2019-11-08,2019,2019-11-08,0S9D5NIDp2YXhYwlvuJzqx,Luke Combs,Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,77,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],"['contemporary country', 'country']",[83],False,[6057090],What You See Is What You Get,0.538,0.863,1,0.0481,-4.483,1,0.0139,0.0,0.0874,0.637,77.001,186733,4,Luke Combs,718COspgdWOnwOFpJHRZHS,83,6057090,"['Country', 'Country']",Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16424,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,195,2011-09-09,2011,2011-09-09,0W5GGnapMz0VwemQvJDqa7,Ed Sheeran,The A Team,1VdZ0vKfR5jneCmWIUAMxK,77,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"['pop', 'uk pop']",[96],False,[91229618],+,0.642,0.289,9,0.0367,-9.918,1,0.669,0.0,0.18,0.407,84.996,258373,4,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,96,91229618,"['Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12026,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,122,2018-11-30,2018,2018-11-30,0z0z4DcXhHiobX5ZKAw8Qn,Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,77,['Ski Mask The Slump God'],['2rhFzFmezpnW82MNqEKVry'],"['miami hip hop', 'rap', 'underground hip hop']",[81],True,[4735404],STOKELEY,0.884,0.445,1,0.418,-10.58,0,0.222,0.0,0.112,0.851,125.008,138427,4,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,81,4735404,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13762,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,119,2015-11-20,2015,2015-11-20,3AvPX1B1HiFROvYjLb5Qwi,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,77,['Adele'],['4dpARuHxo51G3z768sgnrY'],"['british soul', 'pop', 'pop soul', 'uk pop']",[94],False,[33183215],25,0.688,0.533,6,0.0865,-8.363,0,0.0355,3.48e-06,0.172,0.567,164.069,223079,4,Adele,4dpARuHxo51G3z768sgnrY,94,33183215,"['Soul', 'Pop', 'Soul', 'Pop']",Soul,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7359,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,13,2019-11-15,2019,2019-11-15,4M07HWIlZr7zoXoxDHR5mz,Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,77,"['Idina Menzel', 'AURORA']",['0LyfQWJT6nXafLPZqxe9Of'],[],[0],False,[1447145],Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.323,0.405,10,0.0413,-8.533,0,0.849,0.000544,0.138,0.274,145.104,194848,5,Idina Menzel,0LyfQWJT6nXafLPZqxe9Of,0,1447145,[],Soundtrack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15462,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,87,2015-08-14,2015,2015-08-14,5JpH5T1sCYnUyZD6TM0QaY,Melanie Martinez,Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,77,['Melanie Martinez'],['63yrD80RY3RNEM2YDpUpO8'],"['alt z', 'electropop', 'pop']",[83],False,[12529421],Cry Baby (Deluxe Edition),0.576,0.593,9,0.0306,-6.024,0,0.0467,0.000767,0.237,0.373,157.993,220013,4,Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,83,12529421,"['Pop', 'Pop', 'Pop']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13773,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,26,2015-11-20,2015,2015-11-20,3AvPX1B1HiFROvYjLb5Qwi,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,77,['Adele'],['4dpARuHxo51G3z768sgnrY'],"['british soul', 'pop', 'pop soul', 'uk pop']",[94],False,[33183215],25,0.688,0.533,6,0.0865,-8.363,0,0.0355,3.48e-06,0.172,0.567,164.069,223079,4,Adele,4dpARuHxo51G3z768sgnrY,94,33183215,"['Soul', 'Pop', 'Soul', 'Pop']",Soul,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13575,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,100,2017-09-29,2017,2017-09-29,3HHp5I6Q6SEyU5bkvoCtnV,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,77,"['A Boogie Wit da Hoodie', 'Kodak Black']",['31W5EY0aAly4Qieq6OFu6I'],"['melodic rap', 'rap', 'trap']",[86],True,[6225861],The Bigger Artist,0.839,0.81,5,0.0568,-5.274,0,0.501,0.0,0.117,0.814,129.014,209269,4,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,86,6225861,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,3,2018-04-27,2018,2018-04-27,6trNtQUgC8cgbWcqoMYkOR,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,77,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],True,[35612420],beerbongs & bentleys,0.664,0.667,4,0.154,-5.941,1,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12161,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,147,2018-06-22,2018,2018-06-22,4TOkZvtqNpg5UHyGxCn0mS,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,77,['Bebe Rexha'],['64M6ah0SkkRsnPGtGiRAbb'],"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",[82],False,[6983324],Expectations,0.63,0.694,11,0.0253,-6.257,0,0.00281,0.0,0.0719,0.216,97.005,195519,4,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,82,6983324,"['Pop', 'Edm', 'Pop', 'Pop', 'Pop']",Pop,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15874,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,139,2017-04-28,2017,2017-04-28,0NvirtaDCaZU5PAW1O5FDE,Gorillaz,She's My Collar (feat. Kali Uchis),3lIxtCaROdRDuTnNBDm3n2,77,"['Gorillaz', 'Kali Uchis']",['3AA28KZvwAUcZuOKwyblJQ'],['alternative hip hop'],[82],False,[8132275],Humanz (Deluxe),0.726,0.815,11,0.0313,-5.886,1,0.00799,0.081,0.112,0.462,140.158,209560,4,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,82,8132275,['Hip-hop'],Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12147,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,142,2018-06-22,2018,2018-06-22,4TOkZvtqNpg5UHyGxCn0mS,Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,77,['Bebe Rexha'],['64M6ah0SkkRsnPGtGiRAbb'],"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",[82],False,[6983324],Expectations,0.63,0.694,11,0.0253,-6.257,0,0.00281,0.0,0.0719,0.216,97.005,195519,4,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,82,6983324,"['Pop', 'Edm', 'Pop', 'Pop', 'Pop']",Pop,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12358,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,61,2017-02-10,2017,2017-02-10,6MTPPsqX8KnmDWmnQmbxJ5,Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,77,['Brett Young'],['0fiWOxhsBsQQvFDtxUQWo0'],['contemporary country'],[71],False,[826277],Brett Young,0.607,0.536,10,0.0305,-7.306,1,0.386,0.0,0.102,0.434,147.986,224853,4,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,71,826277,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12852,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,187,2018-10-19,2018,2018-10-19,4hTM8jZ8DCCqglmZUDMSPz,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,77,"['Summer Walker', 'Drake']",['57LYzLEk2LcFghVwuWbcuS'],"['pop', 'r&b']",[84],True,[3105561],Last Day Of Summer,0.656,0.432,6,0.217,-9.481,0,0.443,0.0,0.132,0.0897,97.022,222374,4,Summer Walker,57LYzLEk2LcFghVwuWbcuS,84,3105561,"['Pop', 'R&B']",Pop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8994,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,64,2020-01-17,2020,2020-01-17,5sY6UIQ32GqwMLAfSNEaXb,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,77,['Mac Miller'],['4LLpKhyESsyAXpc4laK94U'],"['hip hop', 'pittsburgh rap', 'rap']",[87],True,[6892584],Circles,0.742,0.553,8,0.419,-8.98,1,0.389,0.0,0.0694,0.508,84.931,209440,4,Mac Miller,4LLpKhyESsyAXpc4laK94U,87,6892584,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6828,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,103,2018-12-23,2018,2018-12-23,7CjJb2mikwAWA1V6kewFBF,Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,77,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"['latin', 'reggaeton', 'trap latino']",[98],True,[42429544],X 100PRE,0.826,0.449,5,0.0674,-8.33,0,0.556,1.85e-05,0.273,0.337,128.028,236216,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,98,42429544,"['Latin', 'Latin', 'Latin']",Latin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,149,2017-08-04,2017,2017-08-04,35LcGAeeMwVeIJrDpB3Gkz,Tyler Childers,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,77,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],"['kentucky indie', 'kentucky roots', 'outlaw country']",[76],True,[1040030],Purgatory,0.536,0.574,7,0.0254,-6.705,1,0.75,0.00277,0.105,0.877,87.194,224947,4,Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,76,1040030,"['Indie', 'Country', 'Country']",Indie,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6843,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,43,2018-12-23,2018,2018-12-23,7CjJb2mikwAWA1V6kewFBF,Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,77,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],"['latin', 'reggaeton', 'trap latino']",[98],True,[42429544],X 100PRE,0.826,0.449,5,0.0674,-8.33,0,0.556,1.85e-05,0.273,0.337,128.028,236216,4,Bad Bunny,4q3ewBCX7sLwd24euuV69X,98,42429544,"['Latin', 'Latin', 'Latin']",Latin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,32,2020-11-13,2020,2020-11-13,0sOeI7pbAmIc8aDFyvkBUW,Chris Stapleton,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,77,['Chris Stapleton'],['4YLtscXsxbVgi031ovDDdh'],"['contemporary country', 'outlaw country']",[81],False,[3964212],Starting Over,0.602,0.477,9,0.032,-8.425,1,0.268,3.1e-05,0.173,0.552,183.89,213493,4,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,81,3964212,"['Country', 'Country']",Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12346,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,161,2017-02-10,2017,2017-02-10,6MTPPsqX8KnmDWmnQmbxJ5,Brett Young,In Case You Didn't Know,10M2Ex445zw585Ducldzkw,77,['Brett Young'],['0fiWOxhsBsQQvFDtxUQWo0'],['contemporary country'],[71],False,[826277],Brett Young,0.607,0.536,10,0.0305,-7.306,1,0.386,0.0,0.102,0.434,147.986,224853,4,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,71,826277,['Country'],Country,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2191,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,50,2018-04-27,2018,2018-04-27,6trNtQUgC8cgbWcqoMYkOR,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,77,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],True,[35612420],beerbongs & bentleys,0.664,0.667,4,0.154,-5.941,1,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,23,2018-04-27,2018,2018-04-27,6trNtQUgC8cgbWcqoMYkOR,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,77,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],True,[35612420],beerbongs & bentleys,0.664,0.667,4,0.154,-5.941,1,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4509,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,93,2020-01-17,2020,2020-01-17,68enXe5XcJdciSDAZr0Alr,Halsey,You should be sad,7lidXGPXPYLNThITAOTlkK,77,['Halsey'],['26VFTg2z8YR0cCuwLzESi2'],"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",[87],True,[16872229],Manic,0.591,0.585,2,0.0277,-6.35,1,0.143,0.0,0.109,0.324,110.94,205473,4,Halsey,26VFTg2z8YR0cCuwLzESi2,87,16872229,"['Pop', 'Pop', 'Pop', 'Indie', 'Pop']",Pop,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,45,2018-11-30,2018,2018-11-30,4iF44RCCybJtkBkMoqrLW2,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,77,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],"['atl hip hop', 'atl trap', 'rap', 'trap']",[92],True,[9338058],Street Gossip,0.964,0.487,10,0.421,-6.071,0,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,Lil Baby,5f7VJjfbwm532GiveGC0ZK,92,9338058,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14890,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,196,2017-05-16,2017,2017-05-16,3vpXJ54S3MXLyzysw8qq7c,XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,77,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"['emo rap', 'miami hip hop']",[91],True,[34000246],Revenge,0.755,0.695,9,0.26,-5.963,1,0.0179,0.0,0.107,0.493,128.063,101851,4,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,91,34000246,"['Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13005,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,197,2017-12-12,2017,2017-12-12,0CuYNS755Ow710G2E7aLDE,Lil Skies,Lust,7oJrVhiTPZGBXWPwhxjy9S,77,['Lil Skies'],['7d3WFRME3vBY2cgoP38RDo'],"['melodic rap', 'rap', 'trap']",[77],True,[4771481],Life of a Dark Rose,0.718,0.767,9,0.166,-5.641,1,0.138,0.0,0.114,0.519,160.084,156000,4,Lil Skies,7d3WFRME3vBY2cgoP38RDo,77,4771481,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,13,2019-09-06,2019,2019-09-06,4g1ZRSobMefqF6nelkgibi,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,77,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],False,[35612420],Hollywood's Bleeding,0.499,0.8,1,0.0502,-2.665,0,0.0906,0.0,0.147,0.272,139.919,229573,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,102,2016-08-20,2016,2016-08-20,3mH6qwIy9crq0I9YQbOuDf,Frank Ocean,Godspeed,34xTFwjPQ1dC6uJmleno7x,77,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",[86],False,[8795232],Blonde,0.421,0.0952,6,0.0479,-12.561,1,0.931,0.000201,0.126,0.0773,109.698,177922,4,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,86,8795232,"['R&B', 'Hip-hop', 'Hip-hop', 'Soul', 'Pop']",R&B,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5915,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,165,2016-08-20,2016,2016-08-20,3mH6qwIy9crq0I9YQbOuDf,Frank Ocean,Godspeed,34xTFwjPQ1dC6uJmleno7x,77,['Frank Ocean'],['2h93pZq0e7k5yf4dywlkpM'],"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",[86],False,[8795232],Blonde,0.421,0.0952,6,0.0479,-12.561,1,0.931,0.000201,0.126,0.0773,109.698,177922,4,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,86,8795232,"['R&B', 'Hip-hop', 'Hip-hop', 'Soul', 'Pop']",R&B,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7494,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,160,2017-08-25,2017,2017-08-25,5VdyJkLe3yvOs0l4xXbWp0,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,77,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"['emo rap', 'miami hip hop']",[91],True,[33973036],17,0.735,0.197,3,0.537,-13.378,0,0.768,0.000276,0.296,0.383,147.899,129720,4,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,91,33973036,"['Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,1,2019-09-06,2019,2019-09-06,4g1ZRSobMefqF6nelkgibi,Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,77,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",[92],False,[35612420],Hollywood's Bleeding,0.405,0.646,4,0.0476,-3.206,0,0.331,0.0,0.103,0.17,130.218,156267,4,Post Malone,246dkjvS1zLTtiykXe5h60,92,35612420,"['Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10786,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,39,2018-05-18,2018,2018-05-18,7yf9ZJyHRbp8sHtpDKfPpt,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,77,"['Lil Baby', 'Gunna', 'Lil Uzi Vert']",['5f7VJjfbwm532GiveGC0ZK'],"['atl hip hop', 'atl trap', 'rap', 'trap']",[92],True,[9338058],Harder Than Ever,0.716,0.541,1,0.149,-7.909,1,0.0021,0.0,0.115,0.387,139.978,247055,4,Lil Baby,5f7VJjfbwm532GiveGC0ZK,92,9338058,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7538,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,80,2017-08-25,2017,2017-08-25,5VdyJkLe3yvOs0l4xXbWp0,XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,77,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"['emo rap', 'miami hip hop']",[91],True,[33973036],17,0.735,0.197,3,0.537,-13.378,0,0.768,0.000276,0.296,0.383,147.899,129720,4,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,91,33973036,"['Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,168,1998-01-01,1998,1998-01-01,1WBZyULtlANBKed7Zf9cDP,2Pac,California Love - Original Version,3ia3dJETSOllPsv3LJkE35,77,"['2Pac', 'Roger', 'Dr. Dre']",['1ZwdS5xdxEREPySFridCfh'],"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",[82],True,[11940558],Greatest Hits,0.763,0.85,7,0.0417,-3.052,1,0.0304,1.21e-06,0.371,0.761,91.519,284907,4,2Pac,1ZwdS5xdxEREPySFridCfh,82,11940558,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14886,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,196,2017-05-16,2017,2017-05-16,3vpXJ54S3MXLyzysw8qq7c,XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,77,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"['emo rap', 'miami hip hop']",[91],True,[34000246],Revenge,0.433,0.778,4,0.041,-7.681,1,0.843,0.0,0.139,0.764,114.208,87561,4,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,91,34000246,"['Hip-hop', 'Hip-hop']",Hip-hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
